Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,0minRep1 (TMT 126C PCN),0minRep2 (TMT 127N PCN),0minRep3 (TMT 127C PCN),0minRep4 (TMT 128N PCN),5minRep1 (TMT 128C PCN),5minRep2 (TMT 129N PCN),5minRep3 (TMT 129C PCN),60minRep1 (TMT 130N PCN),60minRep2 (TMT 130C PCN),60minRep3 (TMT 131N PCN),Uniprot IDs,Gene Names
PG246501,tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1,519,74.57,24.08,30.83,2,1003,36,25,76,23,20,0,5,3,349166.0076,331914.9422,359280.6238,450057.3441,358693.4004,269369.1754,364441.2763,424611.0743,392623.284,448351.8958,Q9BQE3|F5H5D3,TUBA1C
PG257922,tr|X6RAL5|X6RAL5_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1,172,70.93,70.93,19.77,1,41,14,0,5,5,0,3.15E-169,3,3,810575.126,801714.4318,786702.4355,682125.7793,626340.0243,472656.7265,473095.5799,274944.2668,289645.277,153671.1282,X6RAL5,SAP18
PG245558,sp|Q9Y3U8|RL36_HUMAN 60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3,105,52.38,52.38,28.57,1,51,11,1,11,7,1,2.21E-141,5,3,830132.0218,805629.3454,860783.5864,765718.4063,733420.4372,779898.8328,707166.2873,555905.8794,567351.0925,463920.5843,Q9Y3U8,RPL36
PG256496,tr|B8ZZN6|B8ZZN6_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=1 SV=1,146,34.93,34.93,4.11,2,30,7,0,3,3,0,1.96E-78,3,3,838001.6828,899403.4052,851297.4295,961002.5453,860295.5616,923868.6942,907134.6556,811963.1744,843622.486,829632.0369,P63165|B8ZZN6,SUMO1
PG244948,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1,156,69.23,7.692,49.36,1,126,20,17,33,17,14,2.66E-288,5,3,845627.7553,770040.598,800834.4602,676601.6708,689925.3783,515467.316,525050.9253,361706.5546,347853.1475,246904.5405,P62750,RPL23A
PG257439,sp|Q96NC0|ZMAT2_HUMAN Zinc finger matrin-type protein 2 OS=Homo sapiens GN=ZMAT2 PE=1 SV=1,199,37.69,37.69,8.04,1,16,9,0,3,3,0,2.95E-105,3,3,867301.0412,882002.4232,835633.017,799826.7362,807307.231,840131.5786,766621.859,687041.4232,695724.6551,662826.147,Q96NC0,ZMAT2
PG250472,sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A; mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2,150,38,38,10,1,34,7,1,7,4,1,4.46E-94,5,3,680281.981,756683.8763,676688.2772,760629.5344,707509.3046,728300.8703,645289.1659,569769.5627,585510.2751,445822.1829,P20674,COX5A
PG254883,sp|Q9Y3C6|PPIL1_HUMAN Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens GN=PPIL1 PE=1 SV=1,166,40.96,40.96,8.434,1,28,7,0,5,3,0,6.25E-93,5,3,926387.4185,856592.3363,937604.6767,955815.9546,945133.6109,682467.1076,873722.5036,743795.5026,697774.1302,601105.8317,Q9Y3C6,PPIL1
PG246914,sp|Q9BVC6|TM109_HUMAN Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1,243,9.465,9.465,9.053,1,17,5,0,4,4,0,3.23E-73,3,3,933542.8109,936544.2873,893866.4317,859517.2468,910472.4671,874424.6352,941012.5461,852048.962,796989.3051,654444.7631,Q9BVC6,TMEM109
PG253229,sp|P16104|H2AX_HUMAN Histone H2AX OS=Homo sapiens GN=H2AFX PE=1 SV=2,143,63.64,11.19,19.58,1,312,10,6,41,9,6,4.24E-138,3,3,688577.0454,734767.1726,729415.041,538952.5811,688944.7809,807141.5972,798343.5754,847673.3838,914500.6891,1013155.183,P16104,H2AFX
PG246637,sp|Q9Y2S6|TMA7_HUMAN Translation machinery-associated protein 7 OS=Homo sapiens GN=TMA7 PE=1 SV=1,64,50,50,14.06,1,9,5,0,7,4,0,9.63E-77,6,3,1230065.188,1252948.894,1270431.006,1063380.456,1337666.118,1234137.315,1247725.896,1373925.011,1267139.84,1102191.759,Q9Y2S6,TMA7
PG253257,sp|Q99879|H2B1M_HUMAN Histone H2B type 1-M OS=Homo sapiens GN=HIST1H2BM PE=1 SV=3,126,75.4,30.16,38.89,1,1058,17,11,73,10,7,2.45E-214,9,3,1249681.468,1277129.931,1229467.906,1106512.388,1344219.389,1445218.383,1408397.575,1195666.903,1253685.923,1247916.108,Q99879,HIST1H2BM
PG253162,sp|Q8N257|H2B3B_HUMAN Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3,126,74.6,19.05,37.3,1,973,16,11,66,10,7,1.88E-200,8,3,1548869.233,1571534.151,1410040.779,1356520.128,1607696.314,1797949.455,1790705.666,1388950.882,1377994.338,1466059.815,Q8N257,HIST3H2BB
PG250055,sp|P61604|CH10_HUMAN 10 kDa heat shock protein; mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2,102,80.39,43.14,39.22,1,103,12,6,27,10,5,6.03E-172,6,3,1388445.862,1428871.796,1307845.424,1521546.062,1389519.568,1338888.516,1216514.892,1151509.096,1129372.408,878933.5583,P61604,HSPE1
PG242704,sp|Q27J81|INF2_HUMAN Inverted formin-2 OS=Homo sapiens GN=INF2 PE=1 SV=2,1249,21.06,21.06,0,2,25,17,0,4,4,0,9.47E-224,4,4,27858.70273,30156.53639,34818.3511,39718.51016,44124.52742,42872.49082,46763.77117,47782.47882,41726.70694,44992.76908,Q27J81|Q27J81-2,INF2
PG256857,sp|Q96NB3|ZN830_HUMAN Zinc finger protein 830 OS=Homo sapiens GN=ZNF830 PE=1 SV=2,372,29.57,29.57,5.376,1,26,8,0,4,4,0,1.52E-118,4,4,28162.46121,32771.72556,36794.02634,44294.68089,42578.08704,38423.58648,32253.14102,41739.31517,40992.77758,42772.48685,Q96NB3,ZNF830
PG254528,sp|Q9NVV4|PAPD1_HUMAN Poly(A) RNA polymerase; mitochondrial OS=Homo sapiens GN=MTPAP PE=1 SV=1,582,28.87,28.87,3.265,1,33,14,0,4,4,0,1.00E-210,4,4,31728.40638,33674.53105,37079.25305,79550.94323,49129.78496,64092.79384,54380.87828,71137.40384,48346.75501,78086.25586,Q9NVV4,MTPAP
PG255691,sp|O75995|SASH3_HUMAN SAM and SH3 domain-containing protein 3 OS=Homo sapiens GN=SASH3 PE=1 SV=2,380,62.11,62.11,23.16,1,62,17,0,5,4,0,1.00E-239,5,4,33568.62497,36077.24492,37223.3384,40544.58245,45341.01952,49669.81879,49320.26609,57019.64231,47001.35988,52353.04442,O75995,SASH3
PG247590,sp|P98170|XIAP_HUMAN E3 ubiquitin-protein ligase XIAP OS=Homo sapiens GN=XIAP PE=1 SV=2,497,7.646,7.646,1.811,1,6,4,0,4,4,0,7.54E-41,4,4,34026.49872,44227.58563,47405.94308,49213.30323,41134.45049,52297.22183,46399.62117,51274.74263,53584.23473,62539.14104,P98170,XIAP
PG246115,sp|Q9BRT9|SLD5_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens GN=GINS4 PE=1 SV=1,223,48.43,48.43,10.76,1,24,12,0,4,4,0,5.66E-158,4,4,36295.03142,43545.60338,41080.92483,46124.5954,43176.10311,56084.11035,49621.80032,52593.97637,54682.47812,63469.51589,Q9BRT9,GINS4
PG244259,sp|Q86WB0|NIPA_HUMAN Nuclear-interacting partner of ALK OS=Homo sapiens GN=ZC3HC1 PE=1 SV=1,502,44.62,44.62,14.14,2,216,19,0,4,4,0,8.70E-283,4,4,40406.07438,53349.2363,47165.18016,56622.54381,51075.85024,55532.12252,55671.13778,61177.18398,68394.56605,68833.42564,Q86WB0|C9J0I9,ZC3HC1
PG256995,sp|Q9UHR6|ZNHI2_HUMAN Zinc finger HIT domain-containing protein 2 OS=Homo sapiens GN=ZNHIT2 PE=1 SV=1,403,22.08,22.08,2.978,1,21,7,0,4,4,0,9.34E-94,4,4,42135.95235,39120.56713,43274.03106,50318.2478,51309.94394,56089.21639,62413.05448,55582.17694,63806.14057,72442.56486,Q9UHR6,ZNHIT2
PG262246,tr|A0A0D9SF58|A0A0D9SF58_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18 PE=1 SV=1,1184,18.67,18.67,2.956,1,50,18,0,4,4,0,2.59E-239,4,4,46138.1851,53805.70567,65462.9153,56833.18906,64235.15908,68993.09101,62780.02656,84814.46189,75052.21934,87306.29183,A0A0D9SF58,CHTF18
PG253669,sp|Q96RQ3|MCCA_HUMAN Methylcrotonoyl-CoA carboxylase subunit alpha; mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3,725,12.97,12.97,3.862,3,18,9,0,4,4,0,1.57E-132,4,4,46444.45042,58852,59995.06062,60387.55357,52987.16089,67214.94248,62578.03355,74470.48543,66692.96361,79633.16484,Q96RQ3|F5GYT8|E9PHF7,MCCC1
PG255279,sp|Q9BRX5|PSF3_HUMAN DNA replication complex GINS protein PSF3 OS=Homo sapiens GN=GINS3 PE=1 SV=1,216,51.39,51.39,11.11,1,28,9,0,4,4,0,3.48E-132,4,4,47856.65349,55782.38861,55732.03993,71007.30692,59902.19349,60436.09769,68641.7225,74335.14312,78948.20688,84199.3705,Q9BRX5,GINS3
PG255288,sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens GN=PRDX4 PE=1 SV=1,271,57.2,50.18,9.963,1,57,12,3,11,7,3,2.07E-201,5,4,50175.69828,55617.75658,62085.57854,67424.54972,66711.14124,76602.28332,71775.0405,82425.47004,75793.29694,79827.6876,Q13162,PRDX4
PG248793,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,650,35.08,35.08,1.692,2,39,18,0,4,4,0,1.37E-262,4,4,51779.59414,55428.70787,56522.24888,70604.82335,65848.87194,79442.16069,77897.30065,94151.55444,97509.14684,89561.95702,Q9H4A4|A6NKB8,RNPEP
PG244237,sp|O60287|NPA1P_HUMAN Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens GN=URB1 PE=1 SV=4,2271,18.67,18.41,1.805,1,71,33,1,5,5,1,0,4,4,53857.74807,56865.29261,67550.34649,49321.16506,70310.84476,75339.54189,64496.87729,81691.82335,82151.02694,79589.29242,O60287,URB1
PG255946,sp|O95487-3|SC24B_HUMAN Isoform 3 of Protein transport protein Sec24B OS=Homo sapiens GN=SEC24B,1298,21.34,19.65,4.545,3,68,24,2,4,4,0,0,4,4,53898.82867,58011.30012,63296.63861,57713.87896,66036.42864,85876.83995,76321.56856,84202.43865,70569.03283,84277.53454,O95487|O95487-2|O95487-3,SEC24B
PG253245,sp|O00165-2|HAX1_HUMAN Isoform 2 of HCLS1-associated protein X-1 OS=Homo sapiens GN=HAX1,287,35.89,35.89,0,4,18,8,0,4,4,0,3.83E-109,4,4,55310.60283,62004.56991,68663.01816,71422.38338,71959.33656,69850.8564,72503.30434,83253.45084,88703.40997,81942.25212,O00165|O00165-2|O00165-3|O00165-5,HAX1
PG253466,sp|Q86V48|LUZP1_HUMAN Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2,1076,26.95,26.39,0.6506,3,95,25,1,5,5,1,3.29E-297,4,4,58935.13209,66886.03073,72317.1115,72278.8148,73898.54622,82331.64429,79525.81017,90967.28508,83895.41969,82820.55924,Q86V48|Q86V48-2|Q86V48-3,LUZP1
PG256607,sp|O94966-5|UBP19_HUMAN Isoform 5 of Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens GN=USP19,1419,19.24,19.24,0,2,36,16,0,5,5,0,3.71E-232,4,4,59614.5153,60230.15709,67004.69333,62859.47585,75938.3485,62659.9602,67683.47339,79466.5291,88402.61014,91479.50891,O94966-5|O94966-6,USP19
PG242041,sp|Q08379|GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3,1002,24.05,24.05,0.998,2,38,17,0,4,4,0,5.19E-223,4,4,59651.53194,74529.77068,70912.41188,79815.47845,79443.28837,73150.18038,71465.50366,88849.93408,78329.11739,92609.89112,Q08379|A0A0C4DGS5,GOLGA2
PG251622,sp|Q14562|DHX8_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1,1220,31.23,29.75,4.672,1,76,33,2,4,4,0,0,4,4,60423.96467,66978.2477,75334.30158,64625.54876,77869.54712,83822.7195,75909.5005,96719.38693,97915.74264,106590.939,Q14562,DHX8
PG250863,sp|Q9UPN4|CP131_HUMAN Centrosomal protein of 131 kDa OS=Homo sapiens GN=CEP131 PE=1 SV=3,1083,27.89,27.24,5.448,2,80,28,1,4,4,0,0,4,4,61239.95815,68382.3083,67963.35947,64821.94526,65435.02649,73588.01632,70491.64721,78886.12009,81896.79994,88570.16173,Q9UPN4|Q9UPN4-2,CEP131
PG249641,sp|P35520-2|CBS_HUMAN Isoform 2 of Cystathionine beta-synthase OS=Homo sapiens GN=CBS,565,21.77,21.77,0,2,14,9,0,4,4,0,4.68E-115,4,4,63894.55204,66234.94002,72993.12374,66509.45227,83032.84001,91234.91079,78829.20308,105815.7866,102168.2315,102598.8479,P35520|P35520-2,CBS
PG249359,sp|Q8TD16-2|BICD2_HUMAN Isoform 2 of Protein bicaudal D homolog 2 OS=Homo sapiens GN=BICD2,855,23.39,21.87,3.743,2,47,17,1,4,4,0,1.09E-238,4,4,64634.05698,76758.97364,71645.01386,82834.90988,81999.93457,90814.70849,87639.49572,104717.7621,99985.19931,106759.2235,Q8TD16|Q8TD16-2,BICD2
PG248727,sp|Q8IWZ3-6|ANKH1_HUMAN Isoform 6 of Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1,2617,18.23,9.591,2.522,1,118,43,19,8,8,4,0,4,4,66147.49956,73664.39173,78643.88945,70418.12164,77623.08448,85244.27457,79314.79007,97071.37182,98613.38513,106663.8912,Q8IWZ3-6,ANKHD1
PG252497,tr|A0A0A0MT60|A0A0A0MT60_HUMAN Peptidylprolyl isomerase (Fragment) OS=Homo sapiens GN=FKBP15 PE=1 SV=1,1244,20.02,20.02,2.412,2,58,18,0,4,4,0,7.32E-264,4,4,66343.92942,72063.46976,66199.94295,84624.80564,79374.35247,90246.37764,83470.87925,94439.7818,96821.63842,106274.2454,Q5T1M5|A0A0A0MT60,FKBP15
PG251969,sp|Q13144|EI2BE_HUMAN Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens GN=EIF2B5 PE=1 SV=3,721,21.08,21.08,2.913,1,36,14,0,4,4,0,6.14E-176,4,4,68422.68875,71911.60766,74708.71823,74044.54492,79347.50144,89062.97125,99874.21205,90041.96187,95574.71748,116459.4594,Q13144,EIF2B5
PG252178,sp|Q15075|EEA1_HUMAN Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2,1411,15.31,14.88,0,1,36,17,1,4,4,0,9.84E-229,4,4,69192.78043,78932.48011,72798.96482,79877.94544,93618.43719,94259.03864,100419.6738,116807.0699,107196.3419,121508.0887,Q15075,EEA1
PG245504,sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2,2472,25.73,25.73,6.715,1,214,52,0,4,4,0,0,4,4,69890.67824,76033.65274,86193.95677,74935.69502,82984.57618,92340.11021,89089.04113,100574.2856,104498.5914,105512.9983,Q5UIP0,RIF1
PG256524,tr|G0XQ39|G0XQ39_HUMAN STIM1L OS=Homo sapiens GN=STIM1 PE=1 SV=1,791,32.36,30.34,5.436,2,102,23,1,4,4,0,0,4,4,71229.51693,62670.7178,64541.17914,73066.44211,82941.62847,78614.31049,81140.40438,105431.0674,81793.01007,79541.37503,Q13586|G0XQ39,STIM1
PG250820,sp|Q9HCG8|CWC22_HUMAN Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3,908,23.46,23.46,6.608,1,73,24,0,4,4,0,4.20E-303,4,4,73470.26548,90573.74043,100440.616,105417.2877,98168.30112,109892.9144,88877.65974,123786.8825,127758.36,144004.5833,Q9HCG8,CWC22
PG246524,sp|Q5QJE6|TDIF2_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2,756,27.38,27.38,9.127,1,81,18,0,5,4,0,3.18E-263,5,4,77117.29876,85817.20581,90599.33862,87259.01668,97517.3025,103329.434,101245.1067,134688.9726,131289.4003,138322.1282,Q5QJE6,DNTTIP2
PG256644,sp|Q96PU4|UHRF2_HUMAN E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens GN=UHRF2 PE=1 SV=1,802,14.09,12.84,1.87,1,27,10,1,4,4,0,2.38E-132,4,4,79118.4109,87133.89942,96189.12593,75361.16088,103520.3576,112621.2646,101137.1026,120534.6961,106649.3726,122767.2558,Q96PU4,UHRF2
PG255593,sp|P82933|RT09_HUMAN 28S ribosomal protein S9; mitochondrial OS=Homo sapiens GN=MRPS9 PE=1 SV=2,396,41.67,41.67,7.071,1,40,14,0,4,4,0,5.89E-214,4,4,80857.72604,82971.7087,102248.3954,94478.60992,109419.4794,107166.4582,100564.5694,110504.2747,118406.5443,129647.0133,P82933,MRPS9
PG247108,sp|Q96FX7|TRM61_HUMAN tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens GN=TRMT61A PE=1 SV=1,289,22.84,22.84,2.422,2,15,5,0,4,4,0,1.89E-62,4,4,81376.52978,90621.02248,96211.01503,103837.1934,99958.57865,121335.246,105231.4105,110725.78,115193.0959,137373.2123,Q96FX7|H0Y2Q1,TRMT61A
PG254227,tr|H3BM74|H3BM74_HUMAN NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1,639,15.18,15.18,1.252,4,17,9,0,4,4,0,1.00E-119,4,4,83393.69903,76097.4055,81583.10271,84212.39895,81937.11478,96033.31352,93082.13412,114180.2709,114962.7294,108454.8927,Q9Y5A7|Q9Y5A7-2|H3BM14|H3BM74,NUB1
PG250158,sp|O75419-3|CDC45_HUMAN Isoform 3 of Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45,598,27.76,27.76,1.839,3,25,13,0,5,4,0,9.40E-181,5,4,85247.94452,90848.84524,88433.17773,108197.1107,99576.33368,113980.7441,102811.1831,126899.2529,93334.3245,107707.201,O75419|O75419-2|O75419-3,CDC45
PG252481,sp|Q15007|FL2D_HUMAN Pre-mRNA-splicing regulator WTAP OS=Homo sapiens GN=WTAP PE=1 SV=2,396,43.18,43.18,7.576,1,34,16,0,4,4,0,1.12E-206,4,4,85397.13163,95828.98813,103772.1236,105784.079,92977.76004,108037.409,110798.8073,122645.2438,140819.8178,147933.8069,Q15007,WTAP
PG251281,sp|Q96A65|EXOC4_HUMAN Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1,974,18.58,18.58,0.924,1,52,15,0,5,4,0,8.79E-221,5,4,85614.37745,107138.2795,107292.1823,105492.568,101959.2658,118132.2284,114083.6896,132304.6114,118164.54,137291.639,Q96A65,EXOC4
PG250846,sp|Q9H9Q2|CSN7B_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=1 SV=1,264,40.53,40.53,9.848,1,20,8,0,4,4,0,1.55E-120,4,4,86152.94102,106163.1927,99537.19098,111816.4503,115158.7814,116086.8771,105770.8357,120792.2732,121541.5826,123133.3554,Q9H9Q2,COPS7B
PG251985,sp|Q8N766|EMC1_HUMAN ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1,993,32.23,32.23,3.424,3,64,25,0,5,4,0,0,5,4,86630.26368,101778.2383,100283.2724,87441.36324,112423.1762,109741.2051,117541.1321,134975.3907,135062.7574,152661.4862,Q8N766|Q8N766-2|Q8N766-3,EMC1
PG257080,sp|Q14966|ZN638_HUMAN Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2,1978,11.93,11.93,2.477,1,86,24,0,4,4,0,2.34E-297,4,4,87346.79644,98772.84262,103895.4519,92608.89314,106850.2317,122254.4004,108055.0949,133543.3119,127858.0213,143447.8375,Q14966,ZNF638
PG252550,tr|E7EMK3|E7EMK3_HUMAN Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=1 SV=1,483,22.15,22.15,2.277,3,18,9,0,4,4,0,9.78E-131,4,4,87345.05914,97611.55927,106723.8719,107968.1803,110621.0907,101673.6498,121682.6591,126362.5407,129202.4228,132559.2522,Q14254|J3QLD9|E7EMK3,FLOT2
PG244228,sp|Q76FK4-2|NOL8_HUMAN Isoform 2 of Nucleolar protein 8 OS=Homo sapiens GN=NOL8,1099,26.3,25.39,5.914,1,74,26,1,4,4,0,0,4,4,88367.59437,100419.46,105043.1569,85196.80958,104081.7776,120179.252,104669.6421,119731.5163,130929.5728,129581.878,Q76FK4-2,NOL8
PG245200,sp|Q5R372|RBG1L_HUMAN Rab GTPase-activating protein 1-like OS=Homo sapiens GN=RABGAP1L PE=1 SV=1,815,15.95,14.85,3.926,2,24,14,1,4,4,0,7.64E-171,4,4,90241.13409,106764.61,103712.3671,105523.0281,94462.44012,109446.4791,99919.43187,116316.069,124651.0658,148091.1957,Q5R372|Q5R372-4,RABGAP1L
PG252208,sp|P41214|EIF2D_HUMAN Eukaryotic translation initiation factor 2D OS=Homo sapiens GN=EIF2D PE=1 SV=3,584,32.71,32.71,0,1,21,14,0,4,4,0,1.74E-172,4,4,92316.01244,107623.0236,109447.6047,110696.6154,127958.76,115647.7592,126025.9589,133276.7403,129769.5147,140411.8809,P41214,EIF2D
PG246422,sp|Q9H2K8|TAOK3_HUMAN Serine/threonine-protein kinase TAO3 OS=Homo sapiens GN=TAOK3 PE=1 SV=2,898,17.04,13.92,1.336,1,33,15,3,7,7,3,2.59E-190,4,4,98369.78638,93479.4706,107994.5902,113762.6053,113832.4184,127688.7748,131266.9131,150869.0859,127516.6338,144086.4516,Q9H2K8,TAOK3
PG249527,sp|Q12830|BPTF_HUMAN Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens GN=BPTF PE=1 SV=3,3046,11.46,11.46,1.313,2,112,37,0,4,4,0,0,4,4,99481.09428,110918.133,109631.8135,96803.69353,116169.2751,132000.0162,129421.3602,151259.5849,144387.2014,169702.5937,Q12830|Q12830-4,BPTF
PG256927,sp|Q9Y3S2|ZN330_HUMAN Zinc finger protein 330 OS=Homo sapiens GN=ZNF330 PE=1 SV=1,320,31.88,31.88,5.625,1,12,7,0,4,4,0,3.99E-84,4,4,99489.50781,104523.5089,108113.1815,115061.1669,115665.321,113026.3064,125798.4511,150144.3034,147050.2254,146946.1293,Q9Y3S2,ZNF330
PG247464,sp|Q9P275-2|UBP36_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens GN=USP36,1123,30.81,30.81,5.966,2,103,29,0,4,4,0,0,4,4,100849.3165,108263.1948,117910.5099,124859.7518,130670.952,144174.7653,130667.3463,147207.0233,144672.3516,169349.7991,Q9P275|Q9P275-2,USP36
PG252118,sp|P55199|ELL_HUMAN RNA polymerase II elongation factor ELL OS=Homo sapiens GN=ELL PE=1 SV=1,621,22.54,22.54,5.636,1,49,13,0,4,4,0,1.32E-161,4,4,101954.1977,117401.3561,116982.3954,113223.0862,109576.0517,136297.3034,129008.7722,126944.6156,142208.0973,166879.2472,P55199,ELL
PG255898,sp|Q15436|SC23A_HUMAN Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2,765,29.41,24.71,0,2,50,18,3,5,5,1,1.36E-242,4,4,103607.2478,120113.0351,117803.6516,129336.6897,127130.9896,138479.6772,124797.7576,147357.441,150650.8335,158638.4904,Q15436|F5H365,SEC23A
PG248480,sp|Q9BR61|ACBD6_HUMAN Acyl-CoA-binding domain-containing protein 6 OS=Homo sapiens GN=ACBD6 PE=1 SV=1,282,20.21,20.21,3.546,1,12,6,0,4,4,0,4.36E-72,4,4,104148.7622,116078.7744,119662.7674,126601.3369,125981.2595,136935.4784,134713.3268,151836.3099,166966.2546,197130.7509,Q9BR61,ACBD6
PG252702,sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens GN=GIPC1 PE=1 SV=2,333,47.15,42.04,3.604,1,30,11,1,4,4,0,6.48E-168,4,4,104100.5906,117599.0696,136798.7332,122451.1311,126653.7746,126019.3601,132976.5242,141085.141,133305.9816,166194.4168,O14908,GIPC1
PG255562,sp|Q92552-2|RT27_HUMAN Isoform 2 of 28S ribosomal protein S27; mitochondrial OS=Homo sapiens GN=MRPS27,428,42.29,42.29,6.075,2,41,15,0,4,4,0,6.82E-217,4,4,104222.6104,115763.8163,114581.4542,132304.4854,126959.0821,126959.8898,130182.6808,155359.1835,156595.8585,160568.5295,Q92552|Q92552-2,MRPS27
PG242559,sp|Q9UI26-2|IPO11_HUMAN Isoform 2 of Importin-11 OS=Homo sapiens GN=IPO11,1015,16.55,16.55,1.379,2,35,14,0,4,4,0,9.73E-210,4,4,104327.5593,116810.0444,116103.4195,130347.9054,145000.5847,161691.7185,158604.5149,141775.2813,156978.7273,178102.4401,Q9UI26|Q9UI26-2,IPO11
PG251194,sp|Q96B26|EXOS8_HUMAN Exosome complex component RRP43 OS=Homo sapiens GN=EXOSC8 PE=1 SV=1,276,44.2,44.2,13.77,1,26,12,0,4,4,0,2.34E-151,4,4,104309.03,121411.5292,122741.7983,115566.9272,128045.6456,138039.5169,142655.2968,156830.461,158537.869,176897.1151,Q96B26,EXOSC8
PG255775,sp|Q8IZ73|RUSD2_HUMAN RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens GN=RPUSD2 PE=1 SV=2,545,39.45,39.45,0,1,39,16,0,4,4,0,8.28E-215,4,4,105568.113,115002.9297,111226.1957,124482.1613,123017.4776,141668.6486,120764.5367,150041.7036,148059.6154,158613.9371,Q8IZ73,RPUSD2
PG246861,sp|Q3LXA3|TKFC_HUMAN Triokinase/FMN cyclase OS=Homo sapiens GN=TKFC PE=1 SV=2,575,38.09,38.09,5.217,1,44,16,0,4,4,0,2.48E-237,4,4,108015.5379,114975.3505,105684.6519,122637.2124,128619.293,145252.9651,153462.4392,146737.6199,207079.1637,179958.6398,Q3LXA3,TKFC
PG252070,sp|O75530-2|EED_HUMAN Isoform 2 of Polycomb protein EED OS=Homo sapiens GN=EED,466,29.4,29.4,0,2,30,12,0,5,4,0,1.81E-161,5,4,108691.444,130350.6983,137578.5331,145132.9859,152681.538,142845.2769,134064.921,174372.804,168321.3524,195055.9769,O75530|O75530-2,EED
PG245113,sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens GN=RBM6 PE=1 SV=5,1123,43.37,41.94,9.706,1,166,55,2,4,4,0,0,4,4,108970.1614,126015.5806,134165.5268,128090.164,138144.3207,142015.2618,135407.2372,160991.4349,175572.5011,181584.1639,P78332,RBM6
