Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Genome_0Min_(TMT 127C PCN),_Genome_0Min_(TMT 127C PCN),WT_60Min_(TMT 128C PCN),WT_60Min_(TMT 128C PCN),_Env_60Min_(TMT 129C PCN),_Env_60Min_(TMT 130N PCN),_Genome_60Min_(TMT 130C PCN),_Genome_60Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG246368,sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens GN=GTF2F1 PE=1 SV=2,517,35.98,35.98,18.96,1,116,25,0,5,4,0,0,5,4,68339.28559,79201.14952,73085.20064,79282.29541,93921.79138,85985.90784,85390.49449,78041.88529,85022.1994,89348.95895,P35269,GTF2F1
PG252910,sp|Q9UKJ3|GPTC8_HUMAN G patch domain-containing protein 8 OS=Homo sapiens GN=GPATCH8 PE=1 SV=2,1502,26.63,26.63,7.523,2,148,35,0,5,5,0,0,5,5,60429.1711,56657.29683,57750.57889,51523.37918,57088.98132,55345.65755,51323.14963,55783.16952,55833.25097,58889.30451,Q9UKJ3|Q9UKJ3-2,GPATCH8
PG249494,sp|Q9BRD0|BUD13_HUMAN BUD13 homolog OS=Homo sapiens GN=BUD13 PE=1 SV=1,619,55.25,55.25,30.37,1,533,58,0,5,5,0,0,5,5,78537.12145,78888.62886,80220.1773,80849.02442,72564.39523,78871.95786,77897.87065,73188.43237,79014.56478,82947.30999,Q9BRD0,BUD13
PG243518,sp|P09960-4|LKHA4_HUMAN Isoform 4 of Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H,587,47.02,11.93,13.97,1,98,28,18,18,16,12,0,5,4,75369.49598,74958.65487,61060.34383,74214.66904,80813.45333,73003.45371,68991.57803,67208.61362,71154.37903,70985.8859,P09960-4,LTA4H
PG243041,sp|Q14571|ITPR2_HUMAN Inositol 1;4;5-trisphosphate receptor type 2 OS=Homo sapiens GN=ITPR2 PE=1 SV=2,2701,14.44,11.07,0.3332,1,65,35,10,6,6,1,0,5,5,74649.73803,69751.87026,74426.16695,71759.72921,66729.1755,75890.20916,76855.18397,77737.65204,79695.79061,78211.12091,Q14571,ITPR2
PG243296,sp|Q9Y2K7|KDM2A_HUMAN Lysine-specific demethylase 2A OS=Homo sapiens GN=KDM2A PE=1 SV=3,1162,20.48,18.76,3.528,2,137,26,2,7,6,1,0,5,5,86701.37981,84178.02087,89105.16331,86148.08519,77292.31028,82009.72359,86069.74618,83512.78371,77266.14674,85231.27713,Q9Y2K7|I3VM54,KDM2A
PG253189,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2,213,68.54,31.92,30.99,1,209,25,15,14,10,6,0,5,4,41650.31668,47828.11519,158584.2729,95829.09151,56629.14803,96821.31378,101482.3963,103036.3178,91632.179,106854.9332,P16403,HIST1H1C
PG250956,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1,1253,22.67,8.3,1.596,1,88,28,19,15,15,10,0,5,5,54931.81594,55549.69118,49016.96126,51267.81835,54411.66222,55073.28437,58025.13647,56316.94578,58626.18585,56978.17952,Q7L576,CYFIP1
PG253571,sp|Q3KQU3|MA7D1_HUMAN MAP7 domain-containing protein 1 OS=Homo sapiens GN=MAP7D1 PE=1 SV=1,841,36.74,35.91,21.05,2,193,44,1,5,5,0,0,5,5,20793.68762,21067.71993,27317.48312,23390.23868,19731.68469,26668.28742,23630.89229,24650.26791,25079.35429,25586.75996,Q3KQU3|Q3KQU3-4,MAP7D1
PG250059,sp|Q9HCK8|CHD8_HUMAN Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens GN=CHD8 PE=1 SV=5,2581,18.25,15.73,1.86,1,98,37,7,6,6,1,0,5,5,50559.14358,47794.78094,54853.38323,52316.51876,47777.47686,60110.77083,51623.68019,49223.98402,60894.90813,60810.31171,Q9HCK8,CHD8
PG243812,sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens GN=NF1 PE=1 SV=2,2839,11.87,11.87,0.4579,3,95,28,0,5,5,0,0,5,5,60656.7914,58762.36836,56895.04935,58850.31066,56107.49672,57702.84642,53756.85294,58811.30334,58346.44587,54099.99536,P21359|P21359-2|P21359-6,NF1
PG245236,sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3,317,80.44,25.24,8.833,1,116,22,16,20,15,10,6.29235583690016E-318,5,4,94137.97432,86963.60131,76094.8338,72731.58643,83711.40866,81092.29159,82786.88004,76837.3215,80925.48634,82541.8042,P63244,RACK1
PG243398,sp|Q15418-2|KS6A1_HUMAN Isoform 2 of Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens GN=RPS6KA1,744,34.81,19.22,3.898,4,64,21,11,10,9,4,1.35583632432855E-313,5,5,43872.07418,46521.4169,51842.20198,55579.79288,46714.79151,46877.51073,49689.35616,48819.24867,49971.52643,42106.83414,Q15418|Q15418-2|Q15418-4|E9PGT3,RPS6KA1
PG247144,tr|F2Z2W7|F2Z2W7_HUMAN tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens GN=TRMT2A PE=1 SV=1,643,45.1,45.1,4.821,2,50,23,0,5,5,0,5.76672736482742E-313,5,5,78180.21413,77412.48763,77751.78706,81637.87455,67629.32733,77172.25388,74485.05051,78012.66557,75371.98397,76554.16124,Q8IZ69|F2Z2W7,TRMT2A
PG247657,sp|Q5JSH3|WDR44_HUMAN WD repeat-containing protein 44 OS=Homo sapiens GN=WDR44 PE=1 SV=1,913,27.93,27.93,11.06,2,69,22,0,5,5,0,2.74925061720102E-311,5,5,58083.50488,58241.87126,51442.23591,57980.97974,53401.93898,53375.33916,51033.92829,55670.68816,51353.38205,52455.98693,Q5JSH3|Q5JSH3-2,WDR44
PG243160,sp|Q8N9T8|KRI1_HUMAN Protein KRI1 homolog OS=Homo sapiens GN=KRI1 PE=1 SV=3,703,38.26,38.26,14.22,1,78,22,0,5,5,0,1.82312225589003E-310,5,5,93061.10203,97713.06202,98179.45724,90283.54866,85101.63424,95237.79294,86652.88981,88743.62312,95988.37068,94566.94633,Q8N9T8,KRI1
PG250820,sp|Q9HCG8|CWC22_HUMAN Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3,908,23.46,23.46,6.608,1,73,24,0,5,5,0,4.20E-303,5,5,83921.68781,81599.79,70791.94628,71266.94831,71420.50805,70694.02992,68586.07297,65498.19291,73298.67555,73565.52888,Q9HCG8,CWC22
PG248554,sp|Q9H1A4|APC1_HUMAN Anaphase-promoting complex subunit 1 OS=Homo sapiens GN=ANAPC1 PE=1 SV=1,1944,16.98,16.98,1.852,1,64,22,0,5,5,0,8.68E-299,5,5,76380.90258,78412.164,69103.966,73081.21823,69314.08526,69861.28925,69286.15679,64980.48341,66129.55889,63589.8587,Q9H1A4,ANAPC1
PG255943,sp|A3KN83|SBNO1_HUMAN Protein strawberry notch homolog 1 OS=Homo sapiens GN=SBNO1 PE=1 SV=1,1393,23.83,23.83,0.8615,3,42,23,0,5,5,0,1.86E-298,5,5,37521.55252,36238.68415,39846.38806,37821.81963,33807.50214,37525.0428,40066.59936,35229.52822,40559.15164,43876.77581,A3KN83|A3KN83-2|A3KN83-3,SBNO1
PG254702,sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase; liver type OS=Homo sapiens GN=PFKL PE=1 SV=6,780,31.28,25.51,2.308,1,51,22,4,7,6,2,1.87E-297,5,4,77241.98574,78385.56372,73743.44513,72398.11168,72427.19498,74236.91328,71089.8066,68459.3557,73852.90544,75395.90722,P17858,PFKL
PG255654,sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2,156,77.56,31.41,55.13,1,179,19,13,23,8,5,1.93E-294,5,3,63152.59815,64946.84093,81508.86885,72714.16002,96756.78822,85177.55989,97038.11917,71240.69526,104857.2051,98733.5766,P62979,RPS27A
PG243139,sp|Q9BW19|KIFC1_HUMAN Kinesin-like protein KIFC1 OS=Homo sapiens GN=KIFC1 PE=1 SV=2,673,36.11,36.11,2.823,1,39,22,0,5,5,0,3.06E-294,5,5,88981.59138,81612.77322,76274.46369,72735.20201,80445.80123,81858.39161,84603.16689,83477.0422,77511.67668,82257.40457,Q9BW19,KIFC1
PG253829,sp|Q9BYG3|MK67I_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=NIFK PE=1 SV=1,293,54.61,54.61,20.82,1,57,19,0,5,5,0,1.06E-287,5,5,50828.51024,56766.30338,63296.24012,60776.10179,37361.45131,60185.65421,50020.35288,61562.45792,62238.79572,59202.6498,Q9BYG3,NIFK
PG247256,sp|P49815|TSC2_HUMAN Tuberin OS=Homo sapiens GN=TSC2 PE=1 SV=2,1807,15.55,15.55,3.763,6,86,23,0,5,5,0,3.17E-287,5,5,48081.56214,47027.2388,45682.37829,43273.83011,42673.06599,41325.1348,40758.04282,42866.86585,39681.0018,43489.51877,P49815|P49815-2|P49815-3|P49815-4|P49815-5|H3BMQ0,TSC2
PG248100,sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2,247,81.38,61.54,10.53,1,106,20,7,10,7,3,1.92E-284,5,4,43784.65465,51114.44807,46667.4217,45599.97503,51095.66383,45696.24684,47211.52642,48682.21087,48420.50208,51639.52,P61981,YWHAG
PG255967,sp|Q9H4L4|SENP3_HUMAN Sentrin-specific protease 3 OS=Homo sapiens GN=SENP3 PE=1 SV=2,574,41.64,40.59,11.85,1,83,21,1,5,5,0,2.48E-277,5,5,60311.9468,63181.31402,60400.5718,56700.54479,55211.42715,58965.55421,58579.67765,55253.21188,60528.77873,62099.55251,Q9H4L4,SENP3
PG257362,sp|O43264|ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3,779,28.75,28.75,6.675,1,34,21,0,6,6,0,9.34E-277,5,5,54442.73238,49484.37025,41814.97594,47730.57558,43423.04153,41597.87172,37503.53156,41393.77679,38870.29501,41269.60888,O43264,ZW10
PG263049,tr|A0A087WZG4|A0A087WZG4_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2,1122,27.01,26.47,0.8021,1,74,21,1,6,6,0,4.95E-274,5,5,35427.36629,34838.63355,35727.08976,37938.2121,30233.84799,32575.2765,34500.17504,31684.681,34254.82332,35661.52898,,
PG252723,sp|Q9NQX3-2|GEPH_HUMAN Isoform 2 of Gephyrin OS=Homo sapiens GN=GPHN,769,30.04,30.04,9.753,2,55,21,0,5,5,0,1.11E-270,5,5,72917.40859,69931.82166,82848.06914,76101.39449,87583.87809,74465.05834,78221.74612,72559.67727,75091.61341,82306.72583,Q9NQX3|Q9NQX3-2,GPHN
PG253274,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2,488,46.93,31.15,15.57,1,226,18,7,10,9,5,3.55E-270,5,4,39512.99853,37467.40673,94334.60681,66858.82004,81631.20719,55580.41263,79392.72232,62383.10232,70509.64588,71231.03102,Q92769,HDAC2
PG252751,sp|Q14161|GIT2_HUMAN ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2 PE=1 SV=2,759,37.02,31.88,2.767,1,39,20,4,6,6,1,8.30E-264,5,5,41467.72868,42556.47101,44696.23166,45191.55443,40824.42338,40620.83502,40676.41516,42627.09026,39009.54916,37385.6053,Q14161,GIT2
PG244180,tr|C9JA08|C9JA08_HUMAN 60S ribosomal export protein NMD3 OS=Homo sapiens GN=NMD3 PE=1 SV=1,529,37.81,37.81,6.805,2,61,18,0,6,6,0,2.25E-263,5,5,63832.85319,64662.80326,69188.8494,68027.07458,62085.58832,68156.34167,65475.56822,64376.44744,62711.173,62275.10506,Q96D46|C9JA08,NMD3
PG250524,sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Homo sapiens GN=CMTR1 PE=1 SV=1,835,23.35,23.35,5.629,1,43,20,0,5,5,0,6.77E-262,5,5,46666.21736,47545.55902,45295.75534,43221.25588,40117.41756,43833.10752,44643.73058,41225.37508,45972.15565,45749.68083,Q8N1G2,CMTR1
PG244781,sp|O43663|PRC1_HUMAN Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2,620,28.23,27.1,9.032,2,58,19,1,7,6,1,2.13E-259,5,5,34659.17593,38353.15684,31110.6657,28929.25721,36624.21173,34939.46902,37568.62398,36829.85581,31524.21478,32647.70086,O43663|O43663-4,PRC1
PG242055,sp|O95714|HERC2_HUMAN E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens GN=HERC2 PE=1 SV=2,4834,5.441,5.441,0,1,36,18,0,5,5,0,1.80E-258,5,5,24335.71548,24447.52722,23333.60179,24753.5065,21134.50138,26929.77994,22193.72108,22240.23139,24151.27421,24800.12975,O95714,HERC2
PG243064,sp|Q1ED39|KNOP1_HUMAN Lysine-rich nucleolar protein 1 OS=Homo sapiens GN=KNOP1 PE=1 SV=1,458,50.44,50.44,19.65,1,62,21,0,5,5,0,1.99E-258,5,5,30268.45036,36714.99385,34705.03962,35243.92734,31659.6624,33737.50373,31667.78919,37855.6444,39935.41835,40025.4796,Q1ED39,KNOP1
PG255115,sp|P00491|PNPH_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2,289,70.24,21.11,8.651,1,68,16,12,15,11,8,1.84E-256,5,3,25213.99596,26289.18565,22057.54062,24073.50601,22364.38431,23185.8938,23503.67058,25769.366,26665.91175,23939.94984,P00491,PNP
PG255189,tr|A0A0G2JHC2|A0A0G2JHC2_HUMAN Phostensin OS=Homo sapiens GN=PPP1R18 PE=1 SV=1,613,37.68,37.68,9.135,2,69,22,0,5,5,0,9.28E-256,5,5,32188.71977,31978.25319,39222.52767,32499.77744,38526.34144,33130.17025,35908.92513,31602.36709,38729.88772,34569.69034,Q6NYC8|A0A0G2JHC2,PPP1R18
PG244501,sp|Q13153|PAK1_HUMAN Serine/threonine-protein kinase PAK 1 OS=Homo sapiens GN=PAK1 PE=1 SV=2,545,41.28,28.99,4.404,1,64,17,7,9,9,4,1.02E-254,5,5,42926.28776,40090.43121,43102.22787,45406.40617,46855.74427,43022.81343,44665.81755,43978.5265,44348.78951,51235.28597,Q13153,PAK1
PG254431,sp|Q9BW27|NUP85_HUMAN Nuclear pore complex protein Nup85 OS=Homo sapiens GN=NUP85 PE=1 SV=1,656,34.91,34.91,4.268,1,45,19,0,5,5,0,1.26E-252,5,5,89854.83528,87064.21102,77923.96604,85684.25708,74542.6666,80000.86367,74043.06433,74723.79329,73190.82484,75764.59054,Q9BW27,NUP85
PG248678,sp|O95671|ASML_HUMAN N-acetylserotonin O-methyltransferase-like protein OS=Homo sapiens GN=ASMTL PE=1 SV=3,621,35.59,35.59,10.95,1,49,18,0,5,5,0,1.92E-252,5,5,33868.66322,38951.13579,35643.78442,34569.58933,33398.93178,34521.64586,32800.40982,35070.23655,41450.60314,34040.48059,O95671,ASMTL
PG246185,sp|Q8IWZ8|SUGP1_HUMAN SURP and G-patch domain-containing protein 1 OS=Homo sapiens GN=SUGP1 PE=1 SV=2,645,35.19,35.19,2.016,1,61,16,0,5,4,0,6.06E-252,5,4,25594.72738,26455.67863,24536.44082,22439.98212,24263.71808,25591.42801,25362.1066,22990.25502,24149.21396,25934.15358,Q8IWZ8,SUGP1
PG246170,sp|Q15022|SUZ12_HUMAN Polycomb protein SUZ12 OS=Homo sapiens GN=SUZ12 PE=1 SV=3,739,31.94,31.94,2.977,2,52,19,0,5,5,0,9.60E-251,5,5,47313.49935,46847.65863,49077.39302,49259.11962,46652.91785,51442.63366,50057.99112,50272.02136,54004.29635,54108.98211,Q15022|J3QQW9,SUZ12
PG255366,sp|O75116|ROCK2_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4,1388,15.27,11.82,0.6484,1,45,20,4,9,9,4,3.12E-250,5,5,52842.45763,58185.02839,49623.41975,52479.62386,47799.6771,49106.82615,47963.10842,49567.70696,50725.05597,52006.45865,O75116,ROCK2
PG246084,sp|Q96SB8-2|SMC6_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 6 OS=Homo sapiens GN=SMC6,1117,19.52,19.52,1.611,2,41,19,0,5,5,0,5.45E-249,5,5,56384.17877,56754.13497,55245.47163,51636.10928,51650.87934,51883.01811,49479.76376,53366.26379,51838.38483,47074.39517,Q96SB8|Q96SB8-2,SMC6
PG242216,tr|D6W592|D6W592_HUMAN Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens GN=HNRPLL PE=1 SV=1,542,35.98,34.69,3.506,4,42,17,1,5,5,0,1.10E-247,5,5,36157.62493,36931.43152,32250.92421,36433.87798,34224.70113,33769.7089,37519.17894,32232.90532,36442.11883,37164.89766,Q8WVV9|Q8WVV9-4|C9IYN3|D6W592,HNRNPLL|HNRPLL
PG253142,sp|Q14687|GSE1_HUMAN Genetic suppressor element 1 OS=Homo sapiens GN=GSE1 PE=1 SV=3,1217,20.3,20.3,0.9039,3,64,17,0,6,6,0,7.88E-247,5,5,32073.18528,27305.08799,34900.24226,32616.44384,32253.49807,34597.12456,30901.53314,33121.05988,34131.67668,36914.37545,Q14687|Q14687-2|Q14687-3,GSE1
PG244916,sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens GN=RIC8A PE=1 SV=3,531,43.31,42.18,1.695,2,47,18,1,5,5,0,4.88E-246,5,5,64937.9954,71950.99961,61747.99118,66293.54557,59991.02691,57538.95485,66503.07351,63432.48099,61246.67001,55965.03903,Q9NPQ8|Q9NPQ8-4,RIC8A
PG248329,sp|O15084|ANR28_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens GN=ANKRD28 PE=1 SV=5,1053,20.13,16.62,3.229,1,28,15,3,7,7,2,9.09E-241,5,5,34962.95628,35377.96402,34562.39457,39045.25256,37408.83975,34138.65448,34045.79418,33847.65408,36149.46486,34497.46274,O15084,ANKRD28
PG244633,sp|Q9Y5B6|PAXB1_HUMAN PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2,917,23.34,23.34,3.49,1,49,17,0,5,4,0,6.53E-239,5,4,61057.89305,59535.37582,57009.07932,55886.31457,53690.02699,53343.65929,55076.25455,52271.37907,55339.75497,57570.55322,Q9Y5B6,PAXBP1
PG246652,sp|Q8WUA4|TF3C2_HUMAN General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2 PE=1 SV=2,911,23.16,23.16,2.634,1,109,16,0,5,5,0,1.02E-237,5,5,91701.94099,94930.28678,86706.35568,84711.47228,79511.25546,82820.64624,83802.03369,86312.83697,86744.39075,83300.61867,Q8WUA4,GTF3C2
PG245313,sp|Q9BZI7|REN3B_HUMAN Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B PE=1 SV=1,483,39.34,39.34,5.59,2,46,19,0,5,5,0,1.97E-237,5,5,82578.78925,69732.48195,92538.98559,79044.95684,63963.30479,88615.19044,78470.35,85539.91681,90276.53367,96516.83569,Q9BZI7|Q9BZI7-2,UPF3B
PG246861,sp|Q3LXA3|TKFC_HUMAN Triokinase/FMN cyclase OS=Homo sapiens GN=TKFC PE=1 SV=2,575,38.09,38.09,5.217,1,44,16,0,5,5,0,2.48E-237,5,5,23298.82302,22228.9353,23970.28271,25024.06425,22201.50866,22040.45185,23286.23118,22090.44646,23840.14874,25757.64209,Q3LXA3,TKFC
PG248452,sp|Q99996-6|AKAP9_HUMAN Isoform 6 of A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9,3929,6.465,6.465,0,6,26,18,0,5,5,0,7.51E-237,5,5,35340.48279,33655.64623,32406.3145,36720.76766,34233.1099,32337.42405,31128.63206,31506.824,33496.6434,31181.40186,Q99996|Q99996-2|Q99996-3|Q99996-5|Q99996-6|A0A0A0MRF6,AKAP9
PG256841,tr|A6NHB5|A6NHB5_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=1,1372,18.44,17.71,1.895,2,55,16,1,5,5,0,3.29E-236,5,5,25175.9501,23290.10641,26849.12303,26032.37695,22445.41906,24259.66849,24394.2154,24852.05653,24215.40555,25681.91153,Q14202|A6NHB5,ZMYM3
PG256809,sp|P16989|YBOX3_HUMAN Y-box-binding protein 3 OS=Homo sapiens GN=YBX3 PE=1 SV=4,372,62.1,14.52,18.55,1,55,18,14,13,11,7,1.43E-234,5,4,22560.58443,24112.26472,31385.12508,31540.95472,28540.2523,31107.8514,33903.49015,32144.23251,31982.43149,34013.37889,P16989,YBX3
PG249014,sp|Q9ULI0|ATD2B_HUMAN ATPase family AAA domain-containing protein 2B OS=Homo sapiens GN=ATAD2B PE=1 SV=3,1458,15.91,14.47,0,2,48,18,2,6,6,1,1.83E-234,5,5,55983.57224,60340.51251,59265.2018,54818.00703,47766.37536,53764.79885,52216.62867,57441.51895,52738.5372,50392.14217,Q9ULI0|Q9ULI0-2,ATAD2B
PG242839,tr|A0A1B0GUA3|A0A1B0GUA3_HUMAN KIF1-binding protein OS=Homo sapiens GN=KIF1BP PE=1 SV=1,646,42.26,41.18,2.012,2,35,16,1,5,5,0,6.40E-234,5,5,45824.9783,41830.02091,36893.94109,42154.82772,37548.63748,36528.81696,37317.31732,37407.17507,35175.03464,39283.30056,Q96EK5|A0A1B0GUA3,KIF1BP
PG256360,sp|Q5JTZ9|SYAM_HUMAN Alanine--tRNA ligase; mitochondrial OS=Homo sapiens GN=AARS2 PE=1 SV=1,985,19.19,19.19,0,1,42,17,0,5,5,0,3.61E-233,5,5,88192.57154,83426.74345,79736.86992,75537.74198,77817.70785,76261.35437,76666.05364,75055.23276,67308.61545,72923.08985,Q5JTZ9,AARS2
PG256607,sp|O94966-5|UBP19_HUMAN Isoform 5 of Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens GN=USP19,1419,19.24,19.24,0,2,36,16,0,6,6,0,3.71E-232,5,5,75987.44755,80297.5383,71049.13415,74804.7516,76075.7949,75963.3672,69142.18639,69065.35899,75012.03679,74196.63945,O94966-5|O94966-6,USP19
PG251186,sp|Q9UPT5|EXOC7_HUMAN Exocyst complex component 7 OS=Homo sapiens GN=EXOC7 PE=1 SV=3,735,25.03,25.03,3.537,6,43,16,0,5,5,0,1.53E-229,5,5,55220.50667,58010.42519,48001.40834,52256.65021,60483.19464,55184.03606,54133.50224,55210.05254,60514.46521,62709.03255,Q9UPT5|Q9UPT5-1|Q9UPT5-6|B4DJ07|A0A0A0MRE1|A0A0A0MSB8,EXOC7
PG256559,sp|Q9UH99-2|SUN2_HUMAN Isoform 2 of SUN domain-containing protein 2 OS=Homo sapiens GN=SUN2,738,30.22,30.22,3.523,2,35,16,0,5,5,0,4.93E-229,5,5,35354.50006,34228.41919,41014.56888,33100.24468,28823.02697,42912.37831,36266.44269,40562.45381,39466.07636,36566.6575,Q9UH99|Q9UH99-2,SUN2
PG255140,sp|P48426|PI42A_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens GN=PIP4K2A PE=1 SV=2,406,35.71,25.37,10.59,1,41,16,6,7,7,2,1.24E-225,5,5,31123.58987,31874.58555,28868.39986,27834.25286,28645.79314,28471.88284,28957.98634,29594.24972,30197.57681,28872.47713,P48426,PIP4K2A
PG245999,sp|Q96R06|SPAG5_HUMAN Sperm-associated antigen 5 OS=Homo sapiens GN=SPAG5 PE=1 SV=2,1193,17.35,17.35,2.682,1,29,17,0,5,5,0,1.75E-225,5,5,43414.82306,45059.50134,36469.6849,41986.97934,43949.23028,47790.10848,43556.78362,46546.10751,40919.69295,43996.32065,Q96R06,SPAG5
PG256609,sp|Q70CQ2|UBP34_HUMAN Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens GN=USP34 PE=1 SV=2,3546,4.681,4.681,0.8178,3,32,16,0,5,5,0,2.72E-222,5,5,63974.69165,64374.98607,64776.15355,65386.34276,59794.39086,64300.81028,64378.07854,60524.78265,64506.89438,66154.18092,Q70CQ2|Q70CQ2-2|Q70CQ2-3,USP34
PG249233,sp|Q9H8M2|BRD9_HUMAN Bromodomain-containing protein 9 OS=Homo sapiens GN=BRD9 PE=1 SV=2,597,21.78,21.78,7.705,1,58,14,0,5,4,0,4.73E-222,5,4,54022.96791,57392.93344,44152.30569,39671.77601,66870.33589,71959.19961,67971.35257,76940.72866,62824.99662,60283.41966,Q9H8M2,BRD9
PG244347,sp|Q6VY07|PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens GN=PACS1 PE=1 SV=2,963,18.59,17.76,0.8307,1,46,15,1,5,5,0,6.27E-220,5,5,99923.28061,89962.20922,90419.9035,95417.64566,98826.25845,101216.0314,100238.2229,95533.24803,98735.35298,99598.88174,Q6VY07,PACS1
PG254662,sp|O75151|PHF2_HUMAN Lysine-specific demethylase PHF2 OS=Homo sapiens GN=PHF2 PE=1 SV=4,1096,19.34,19.34,4.562,1,59,15,0,5,5,0,1.98E-219,5,5,50160.99274,47156.26144,66097.56625,59207.13966,45419.95356,64479.1093,56412.58956,59329.99202,60574.56494,63054.58173,O75151,PHF2
PG255807,sp|O43865|SAHH2_HUMAN Adenosylhomocysteinase 2 OS=Homo sapiens GN=AHCYL1 PE=1 SV=2,530,30.94,13.96,1.509,1,53,16,9,15,13,8,2.82E-219,5,5,81402.45394,84118.87341,69466.25327,68912.65123,73432.63776,68130.74237,64628.91659,67323.63712,66385.98714,67978.11865,O43865,AHCYL1
PG250313,sp|Q8WWK9|CKAP2_HUMAN Cytoskeleton-associated protein 2 OS=Homo sapiens GN=CKAP2 PE=1 SV=1,683,27.96,26.94,3.075,2,56,16,1,5,5,0,6.17E-216,5,5,31005.91863,28316.08609,34126.82112,31682.42732,26212.92574,41816.39864,35107.61178,40363.27186,34576.04213,38377.91264,Q8WWK9|Q8WWK9-5,CKAP2
PG248430,sp|P31751|AKT2_HUMAN RAC-beta serine/threonine-protein kinase OS=Homo sapiens GN=AKT2 PE=1 SV=2,481,34.3,28.48,8.316,1,54,16,4,9,7,2,5.90E-214,5,5,31684.54985,35330.47916,36304.99155,34873.25173,31776.10805,33905.18191,31978.29393,30981.36917,34728.21223,31534.18069,P31751,AKT2
PG242187,tr|J3QS41|J3QS41_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens GN=HELZ PE=1 SV=1,1943,12.51,12.51,1.184,2,44,16,0,5,5,0,3.10E-211,5,5,25222.15669,25733.12525,25369.03745,25173.90766,25898.10415,26626.42849,25051.19733,29521.45907,30844.8774,27020.68723,P42694|J3QS41,HELZ
PG245771,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1,164,56.1,56.1,34.76,2,56,16,1,6,5,1,6.48E-211,5,4,97684.24092,97606.61802,84350.84219,92161.04232,94905.13611,87361.60974,88956.15339,85361.08836,85965.31133,84963.14135,P84103|P84103-2,SRSF3
