Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Genome_0Min_(TMT 127C PCN)	_Genome_0Min_(TMT 128N PCN)	_Env_60Min_(TMT 129C PCN)	_Env_60Min_(TMT 130N PCN)	_Genome_60Min_(TMT 130C PCN)	_Genome_60Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	60min_1	60min_2	mean0min	mean60min	log060	pVal060	qVal060
PG244273	sp|Q99608|NECD_HUMAN Necdin OS=Homo sapiens GN=NDN PE=2 SV=1	321	15.58	15.58	0.0	1	10	6	0	4	4	0	2.04e-64	4	4	64051.14758	62375.80731	59457.57518	59488.8053	61801.27587	58128.47045	Q99608	NDN	Q99608	268629.18028	70310.075415	72738.53791	64405.5896125	61357.6032225	71524.30666249999	62881.5964175	-0.1857957627828384	0.0460520646023024	0.198140129479035
PG247489	sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens GN=UBE2V2 PE=1 SV=4	145	72.41	33.1	13.1	1	30	11	6	7	7	3	1.3600000000000001e-133	4	4	61526.8746	67249.81099	66507.88118	64417.85198	57739.81464	57461.86994	Q15819	UBE2V2	Q15819	268495.99364	67713.438345	70015.4169825	70698.694935	60094.338305	68864.42766375	65396.51662	-0.07454515064262694	0.469397943016173	0.508130372240259
PG248472	sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens GN=ANP32B PE=1 SV=1	251	45.02	32.27	20.72	1	127	17	8	15	10	5	2.02e-221	7	5	60344.57107	62033.79228	66255.24805	64133.06685	70526.48949	68608.34469	Q92688	ANP32B	Q92688	268455.07483	62172.9549175	54948.8911275	77695.482825	73466.79445	58560.9230225	75581.1386375	0.3680879599117776	0.0105690582307707	0.113330126533964
PG256490	sp|Q15833-3|STXB2_HUMAN Isoform 3 of Syntaxin-binding protein 2 OS=Homo sapiens GN=STXBP2	604	24.5	24.5	4.967	3	28	13	0	5	5	0	1.92e-173	5	5	64510.32638	66426.53429	66145.33921	61878.8545	60998.2997	60109.67864	Q15833|Q15833-2|Q15833-3	STXBP2	Q15833-3	268085.9233	68907.5413275	67135.23338	68040.06049	63724.120775	68021.38735375	65882.09063250001	-0.04610209458451025	0.542897193590283	0.535153293637264
PG251766	sp|Q13627|DYR1A_HUMAN Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Homo sapiens GN=DYRK1A PE=1 SV=2	763	24.25	23.2	0.0	2	51	16	1	4	4	0	1.28e-202	4	4	52675.4161	58221.00571	63515.31978	54387.83119	63874.00544	59867.27903	Q13627|Q13627-2	DYRK1A	Q13627	268030.02007	71780.3157725	66546.0594925	66925.58871	62467.7961125	69163.1876325	64696.69241125	-0.09631240528534014	0.283867514184087	0.399495266927915
PG255869	sp|Q5K651|SAMD9_HUMAN Sterile alpha motif domain-containing protein 9 OS=Homo sapiens GN=SAMD9 PE=1 SV=1	1589	14.47	14.1	2.266	1	32	19	1	7	7	1	5.4200000000000005e-269	6	6	62904.33635	65289.64004	67816.29366	65358.63201	67593.97559	71991.42214	Q5K651	SAMD9	Q5K651	267729.33091	71721.7868075	67270.224	59496.9996775	68755.8891525	69496.00540375	64126.444415000005	-0.1160106377716592	0.281085047289152	0.398022208503164
PG245549	sp|O43665-3|RGS10_HUMAN Isoform 3 of Regulator of G-protein signaling 10 OS=Homo sapiens GN=RGS10	181	53.04	53.04	18.78	1	24	9	0	7	6	0	1.64e-136	7	6	66807.9884	69369.29311	65973.19994	64641.48022	77243.19276	70713.92939	O43665-3	RGS10	O43665-3	267277.50711	66185.141395	67976.49371	68755.8891525	63950.4587225	67080.8175525	66353.1739375	-0.015734794847741214	0.82981132407961	0.641217876721704
PG242498	sp|P06730-2|IF4E_HUMAN Isoform 2 of Eukaryotic translation initiation factor 4E OS=Homo sapiens GN=EIF4E	248	35.48	33.06	4.435	4	39	10	1	4	4	1	1.0800000000000001e-129	3	3	62374.35151	70685.41102	60722.80567	63525.03427	60880.58248	62981.75448	P06730|P06730-2|P06730-3|D6RBW1	EIF4E	P06730-2	267172.57162	69837.19923500001	73202.899315	63600.289605	60907.5547725	71520.049275	62253.92218875	-0.20018299621864072	0.0381662820579024	0.184391422123774
PG252660	sp|Q96CW5|GCP3_HUMAN Gamma-tubulin complex component 3 OS=Homo sapiens GN=TUBGCP3 PE=1 SV=2	907	29.66	29.66	0.0	1	50	21	0	6	6	0	4.18e-290	6	6	55830.615	68008.67976	64398.73282	61557.13885	61022.05471	62742.37205	Q96CW5	TUBGCP3	Q96CW5	266516.23309999995	69229.39718	68502.52020500001	63014.44984	66388.5016975	68865.9586925	64701.47576875	-0.0899923980042161	0.243878070863084	0.376743798165565
PG252575	sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1	222	52.25	52.25	9.459	1	26	11	0	4	4	0	2.04e-133	4	4	69020.04315	69948.37849	68465.30841	80639.75819	71722.03252	77416.62614	Q8TAE8	GADD45GIP1	Q8TAE8	266315.31806	65800.93088	64330.3810475	65900.51231250001	71148.415975	65065.65596375	68524.46414375	0.07472290431187778	0.36452677865889	0.449249474608853
PG244154	sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens GN=NDUFB10 PE=1 SV=3	172	49.42	49.42	15.7	1	24	9	0	5	5	0	4.01e-133	5	5	61571.20637	59211.76758	56633.5558	56464.1044	64621.9729	68068.03989	O96000	NDUFB10	O96000	265638.62283999997	75638.604955	63383.9892575	62018.454895	64214.00611	69511.29710625	63116.2305025	-0.13923642070131848	0.265508600605464	0.389962759101661
PG251455	sp|O75937|DNJC8_HUMAN DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2	253	54.55	54.55	37.94	1	47	19	0	7	5	0	2.41e-258	7	5	69364.28171	62783.98605	66663.015	61944.29606	69680.13269	70849.54062	O75937	DNAJC8	O75937	265078.44659	68755.8891525	61387.952027499996	65614.892885	70661.36704	65071.92059	68138.1299625	0.06642721816517383	0.486720966153319	0.516556669938681
PG247877	sp|O43592|XPOT_HUMAN Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	962	29.52	29.52	2.287	1	60	23	0	11	9	0	0.0	11	9	60473.70834	65783.93114	60619.08866	63697.11245	62837.0949	58367.18324	O43592	XPOT	O43592	264965.02467	70074.63279	72427.304705	62122.723352500005	60646.905265	71250.96874750001	61384.81430875001	-0.2150278311603459	0.0247802524321305	0.156681977976516
PG245035	sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens GN=RALA PE=1 SV=1	206	33.01	21.84	3.398	1	17	7	3	4	4	2	2.4e-88	2	2	68861.86204	71530.57115	74892.96912	69792.07147	75020.43173	63054.49854	P11233	RALA	P11233	264742.43637	56087.3192525	66108.3665275	69324.51151	72577.19245	61097.84289	70950.85198	0.2156985629174296	0.0878157407189863	0.249605457887836
PG247372	sp|Q15361|TTF1_HUMAN Transcription termination factor 1 OS=Homo sapiens GN=TTF1 PE=1 SV=3	905	14.48	14.48	3.757	1	34	14	0	4	4	0	3.8499999999999997e-175	4	4	67842.22916	68130.28415	64143.55386	59000.40841	59994.16465	67310.52649	Q15361	TTF1	Q15361	264076.21518	65096.2887475	68358.98219499999	68482.381935	61707.1173	66727.63547124999	65094.7496175	-0.03574319825381116	0.674278598770798	0.590703681318796
PG245414	sp|Q53QZ3|RHG15_HUMAN Rho GTPase-activating protein 15 OS=Homo sapiens GN=ARHGAP15 PE=1 SV=2	475	38.53	36.63	13.89	1	116	18	1	7	6	0	2.15e-264	7	6	75830.12862	75360.74954	67304.49705	81502.18202	73442.28777	74034.1916	Q53QZ3	ARHGAP15	Q53QZ3	263961.77062	65934.5544525	69468.14961	55320.0214175	73820.44989749999	67701.35203124999	64570.235657499994	-0.06831535306043501	0.611110104028741	0.565694134689681
PG250791	sp|P23786|CPT2_HUMAN Carnitine O-palmitoyltransferase 2; mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2	658	23.4	23.4	0.0	1	30	13	0	5	5	0	2.58e-171	5	5	60880.59293	71141.86397	60217.75886	66017.76728	50519.99946	56138.09281	P23786	CPT2	P23786	263829.35984000005	65344.8479925	73359.6253875	61296.2151225	63600.289605	69352.23668999999	62448.25236375	-0.15128121381475382	0.144619754064275	0.303892760420372
PG249122	sp|Q8N5M1|ATPF2_HUMAN ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens GN=ATPAF2 PE=1 SV=1	289	28.37	28.37	0.0	1	14	6	0	6	6	0	3.48e-92	6	6	55611.78105	61301.63354	57535.10329	54922.04232	50559.80109	56219.0658	Q8N5M1	ATPAF2	Q8N5M1	263601.88429	72697.61102	72074.3109975	58238.101575	60282.8732325	72385.96100874999	59260.48740375	-0.2886394268549619	0.0080243519154908	0.0974854944243838
PG255294	sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=2	318	61.01	29.56	12.58	1	74	19	11	16	13	7	2.0999999999999998e-243	6	6	58509.59687	55380.84928	59159.75391	55897.72792	59901.46691	64717.5629	P60891	PRPS1	P60891	263592.22135999997	74581.9373725	67695.4676975	62332.734485	58607.827072500004	71138.702535	60470.280778750006	-0.23440838420863647	0.0406252892161913	0.188432997663562
PG251391	tr|F6QDS0|F6QDS0_HUMAN HCG2043426; isoform CRA_b OS=Homo sapiens GN=hCG_2043426 PE=1 SV=1	479	50.1	48.85	13.15	2	64	23	1	6	6	0	0.0	6	6	62702.47984	59900.86608	63919.1898	61106.25615	67185.64871	71331.80984	Q9NUU7|F6QDS0	DDX19A|hCG_2043426	F6QDS0	263469.10562000005	69262.03836	63137.66249	68803.6060925	62172.9549175	66199.85042500001	65488.280505	-0.015591205962790008	0.867773252586684	0.650883946417261
PG247739	sp|Q12768|WASC5_HUMAN WASH complex subunit 5 OS=Homo sapiens GN=WASHC5 PE=1 SV=1	1159	11.3	11.3	0.0	1	19	11	0	7	7	0	6.98e-150	7	7	59598.76802	65429.34881	59168.29579	64189.72925	62907.05568	58598.43262	Q12768	WASHC5	Q12768	263179.90501999995	65869.61984	67362.44578	64871.21504	65037.014227499996	66616.03281	64954.114633749996	-0.036448520988292474	0.595873414469	0.557847794852875
PG256464	sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens GN=SURF4 PE=1 SV=3	269	13.38	13.38	0.0	3	15	3	0	4	3	0	8.41e-45	4	3	59332.01255	60576.96472	62651.93888	62134.56111	57608.91573	59615.31591	O15260|O15260-2|Q5T8U5	SURF4	O15260	263141.12821999996	72354.54938750001	68953.99790249999	60151.931282499994	61670.451297499996	70654.27364500001	60911.191289999995	-0.21406950641930172	0.0281129075217246	0.166899203350526
PG245234	sp|P61006|RAB8A_HUMAN Ras-related protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1	207	51.21	21.26	15.46	1	81	13	8	14	11	7	1.6799999999999998e-180	4	4	83392.13654	73616.5894	76492.05727	75510.98471	72323.68715	73528.22871	P61006	RAB8A	P61006	263074.16533	59556.0567375	60646.905265	73384.7243225	69496.465545	60101.48100125	71440.59493374999	0.2493435529994817	0.0170023814810169	0.136564610918913
PG255347	sp|Q96EL3|RM53_HUMAN 39S ribosomal protein L53; mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1	112	69.64	69.64	0.0	1	12	6	0	3	3	0	2.62e-75	3	3	60940.14365	66513.3212	57965.5093	61791.74324	58621.00566	64479.14216	Q96EL3	MRPL53	Q96EL3	262811.466	64971.125355	70470.2875275	64565.035554999995	63066.291825	67720.70644124999	63815.66369	-0.08568644304223366	0.311757412919483	0.415684672388355
PG244596	sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1	191	39.27	39.27	0.0	1	16	7	0	3	3	0	2.9199999999999998e-98	3	3	65486.08248	66486.07905	63356.50305	62858.08952	60801.29919	56639.08194	O75340	PDCD6	O75340	262565.21974	68887.55411	67904.3145025	66703.18539	59422.48684	68395.93430625	63062.836115	-0.11712051523950505	0.216447236996	0.360300120173008
PG255308	sp|Q8NBT0|POC1A_HUMAN POC1 centriolar protein homolog A OS=Homo sapiens GN=POC1A PE=1 SV=2	407	14.74	14.74	0.0	2	8	5	0	4	4	0	2.0400000000000002e-58	4	4	61268.27477	60527.33571	62613.9022	75029.25503	65848.62845	70260.53705	Q8NBT0|Q8NBT0-3	POC1A	Q8NBT0	262395.18864999997	66567.88566500001	65512.45353	61643.840945	68887.55411	66040.1695975	65265.6975275	-0.01701888874224367	0.825538213721298	0.640072870745851
PG247102	tr|A0A0A0MSV9|A0A0A0MSV9_HUMAN Tapasin OS=Homo sapiens GN=TAPBP PE=1 SV=1	504	11.9	11.9	0.0	8	13	4	0	4	3	0	9.369999999999999e-54	4	3	67708.16522	62126.8233	65577.37565	65681.33853	62285.42705	58978.64576	O15533|O15533-2|O15533-3|A2AB90|A0A0G2JH37|A0A0G2JKZ1|Q6P1N7|A0A0A0MSV9	TAPBP	A0A0A0MSV9	261945.26974000002	65434.544362500004	62302.81978	63950.4587225	70470.2875275	63868.682071250005	67210.373125	0.07357523223932787	0.417250766408653	0.478990993288535
PG248594	sp|Q9NX46|ARHL2_HUMAN Poly(ADP-ribose) glycohydrolase ARH3 OS=Homo sapiens GN=ADPRHL2 PE=1 SV=1	363	45.73	45.73	0.0	1	33	11	0	3	3	0	7.42e-160	3	3	63498.07764	62153.29782	60466.68055	60175.62892	59728.10116	62667.42606	Q9NX46	ADPRHL2	Q9NX46	261828.97927	64045.661485	68482.381935	71462.3082325	57182.29759	66264.02171	64322.30291125	-0.04290670662839484	0.704743737505696	0.599221517495239
PG253600	sp|Q7L5Y9|MAEA_HUMAN Macrophage erythroblast attacher OS=Homo sapiens GN=MAEA PE=1 SV=1	396	25.0	25.0	0.0	1	22	11	0	5	5	0	2.4500000000000002e-124	5	5	60968.55028	66132.07486	61932.68929	61284.09711	61803.86507	61876.4684	Q7L5Y9	MAEA	Q7L5Y9	261776.46107000002	66996.3493875	64451.840875	65512.45353	65238.47512	65724.09513125	65375.464325	-0.007673086362703241	0.914904993327358	0.661549750214079
PG250394	sp|P01024|CO3_HUMAN Complement C3 OS=Homo sapiens GN=C3 PE=1 SV=2	1663	3.007	3.007	0.0	1	8	4	0	4	4	0	3.78e-58	4	4	18109.37228	9890.653048	122831.1143	127941.9123	133052.7763	119710.0041	P01024	C3	P01024	261730.82092000003	11614.23345	11088.7791375	115811.86315	130319.773425	11351.50629375	123065.8182875	3.4384744523215613	4.4054245888472e-07	0.0002309014745049
PG247786	sp|O75436|VP26A_HUMAN Vacuolar protein sorting-associated protein 26A OS=Homo sapiens GN=VPS26A PE=1 SV=2	327	56.88	54.74	13.76	1	46	17	1	7	7	1	2.3899999999999998e-240	6	6	62641.81427	63122.74033	61968.11568	57456.38538	69337.31253	72285.34587	O75436	VPS26A	O75436	261709.37123	65001.3868725	66470.71358	65253.462687499996	64871.21504	65736.05022625	65062.33886375	-0.01486208880778854	0.827130522017009	0.640384823928249
PG249783	sp|P04234|CD3D_HUMAN T-cell surface glycoprotein CD3 delta chain OS=Homo sapiens GN=CD3D PE=1 SV=1	171	36.84	33.33	19.88	1	30	9	1	5	4	0	9.890000000000001e-123	5	4	61908.91262	62188.79095	64163.65748	64958.26563	67562.47068	67684.06866	P04234	CD3D	P04234	261701.17809	63484.243780000004	66388.5016975	63236.389705	68518.39777000001	64936.372738750004	65877.39373750001	0.02075668002338957	0.805334820964458	0.633665649173515
PG256831	sp|Q6NZY4|ZCHC8_HUMAN Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens GN=ZCCHC8 PE=1 SV=2	707	35.36	35.36	6.789	1	95	20	0	8	8	0	4.6899999999999995e-278	8	8	67689.67835	69365.31887	62184.58937	58812.83567	68921.95187	66892.0485	Q6NZY4	ZCCHC8	Q6NZY4	260875.68326999998	66436.3804325	65141.886815	67029.11571499999	62332.734485	65789.13362374999	64680.92509999999	-0.02450900089662359	0.740966239018189	0.613388519950568
PG252834	sp|Q86SX6|GLRX5_HUMAN Glutaredoxin-related protein 5; mitochondrial OS=Homo sapiens GN=GLRX5 PE=1 SV=2	157	33.12	33.12	3.822	1	17	5	1	5	4	0	1.0300000000000001e-71	5	4	58836.02806	63135.59576	53427.93137	59657.38444	56312.92981	60466.3952	Q86SX6	GLRX5	Q86SX6	260596.51038	68803.6060925	71695.3170725	64697.684122499995	56019.950325	70249.4615825	60358.81722375	-0.21892263258360417	0.0693938859636022	0.2281962918147
PG250553	sp|P49759-3|CLK1_HUMAN Isoform 3 of Dual specificity protein kinase CLK1 OS=Homo sapiens GN=CLK1	526	15.78	14.26	2.281	2	9	8	1	3	3	0	4.22e-94	3	3	64689.07848	62045.93045	64490.94023	61409.67299	68495.11025	64031.30249	P49759|P49759-3	CLK1	P49759-3	260238.43434000004	67072.8392475	63262.9145425	66185.141395	64116.9747575	65167.876895	65151.05807625	-0.00037238527991807313	0.999328555238889	0.68208018096085
PG257443	sp|Q9UBW7|ZMYM2_HUMAN Zinc finger MYM-type protein 2 OS=Homo sapiens GN=ZMYM2 PE=1 SV=1	1377	18.88	18.88	1.017	1	41	20	0	6	6	0	1.61e-264	6	6	60543.0331	64982.40611	62744.50915	64103.04859	63685.10946	65209.34323	Q9UBW7	ZMYM2	Q9UBW7	260198.07718	66313.2448975	66677.3897375	60023.5744825	66703.18539	66495.3173175	63363.37993625	-0.0696034539568878	0.41657591012526	0.478516773836761
PG246735	sp|Q8WVT3|TPC12_HUMAN Trafficking protein particle complex subunit 12 OS=Homo sapiens GN=TRAPPC12 PE=1 SV=3	735	18.23	18.23	0.0	1	24	9	0	4	4	0	6.19e-113	4	4	69552.33397	70919.6389	64120.53742	67656.66251	63600.2371	60480.19074	Q8WVT3	TRAPPC12	Q8WVT3	260109.82091	61841.666925	66360.58273	64330.3810475	67227.507695	64101.124827499996	65778.94437124999	0.037276182757890644	0.63368999061484	0.575733952160154
PG250869	sp|Q9BQ61|CS043_HUMAN Uncharacterized protein C19orf43 OS=Homo sapiens GN=C19orf43 PE=1 SV=1	176	53.41	53.41	30.68	1	37	13	1	4	4	0	2.81e-171	4	4	88054.95004	84934.93441	81351.70731	77561.19985	74208.5704	77421.186	Q9BQ61	C19orf43	Q9BQ61	259732.61046	50354.137709999995	56484.43076	81923.54755250001	71780.3157725	53419.284235	76851.9316625	0.5247208768774505	0.0047873813158097	0.0793042128075298
PG248165	sp|P29372|3MG_HUMAN DNA-3-methyladenine glycosylase OS=Homo sapiens GN=MPG PE=1 SV=3	298	33.22	33.22	0.0	4	33	8	0	6	6	0	7.25e-110	6	6	77403.31137	70421.08946	68158.64293	79284.44195	73243.68264	75278.30931	P29372|P29372-2|P29372-4|P29372-5	MPG	P29372	259719.80062	63498.0613025	61940.40027	61574.738737499996	73293.07378	62719.23078625	67433.90625875001	0.10456630562801385	0.387959686552633	0.462372184945435
PG251317	sp|Q06265-2|EXOS9_HUMAN Isoform 2 of Exosome complex component RRP45 OS=Homo sapiens GN=EXOSC9	456	31.36	31.36	0.0	2	25	10	0	5	5	0	2.8200000000000004e-156	5	5	62787.65928	65426.45829	64803.18581	59619.03884	63261.27616	61886.52188	Q06265|Q06265-2	EXOSC9	Q06265-2	259691.86251	68057.1959075	66996.3493875	65869.61984	59324.0019575	67526.77264750001	62596.81089875	-0.10937044899399195	0.228918569762982	0.368110338910524
PG256597	sp|Q16864-2|VATF_HUMAN Isoform 2 of V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F	147	25.85	25.85	8.163	2	15	4	0	3	3	0	8.37e-60	3	3	68331.7127	72225.83055	66605.3215	71285.54948	62858.93102	60592.49587	Q16864|Q16864-2	ATP6V1F	Q16864-2	259610.73342	55145.6020875	70217.3547125	67790.53219	66257.6076775	62681.47840000001	67024.06993375	0.0966400871499578	0.452653585343697	0.497933071997292
PG243484	sp|O60711-2|LPXN_HUMAN Isoform 2 of Leupaxin OS=Homo sapiens GN=LPXN	391	28.13	28.13	2.302	2	39	9	0	6	6	0	2.5800000000000003e-124	6	6	54088.66503	52652.75786	60531.2912	58189.57902	54515.19931	63120.512	O60711|O60711-2	LPXN	O60711-2	259397.21894	63221.094339999996	71462.3082325	63498.0613025	61014.044005	67341.70128625	62256.05265375	-0.11328606353522794	0.265112617636849	0.389537103180766
PG244622	sp|Q9H0J9|PAR12_HUMAN Poly [ADP-ribose] polymerase 12 OS=Homo sapiens GN=PARP12 PE=1 SV=1	701	15.12	13.98	3.566	1	17	10	1	4	4	0	2.4299999999999998e-126	4	4	63942.65288	62350.75057	62381.40906	69201.34083	65925.35233	65781.45206	Q9H0J9	PARP12	Q9H0J9	259217.56659	67362.44578	62332.734485	59973.526735	69560.923495	64847.5901325	64767.225114999994	-0.0017890273861719574	0.965087524004141	0.673928166302253
PG244255	sp|Q8NBF2|NHLC2_HUMAN NHL repeat-containing protein 2 OS=Homo sapiens GN=NHLRC2 PE=1 SV=1	726	13.77	13.77	1.791	1	19	8	0	4	4	0	2.43e-118	4	4	61467.55427	61102.47753	57547.46189	58276.04406	62160.43615	61715.09479	Q8NBF2	NHLRC2	Q8NBF2	259175.01596	66925.58871	68768.46208	62076.05839	62018.454895	67847.025395	62047.2566425	-0.128918140765011	0.105742303364235	0.2679274306059
PG254981	sp|Q7Z3K3|POGZ_HUMAN Pogo transposable element with ZNF domain OS=Homo sapiens GN=POGZ PE=1 SV=2	1410	24.61	24.61	1.986	6	93	26	0	9	8	0	0.0	9	8	68193.37142	67008.91357	59868.9362	63662.03561	70308.74319	68322.18768	Q7Z3K3|Q7Z3K3-2|Q7Z3K3-3|Q7Z3K3-5|Q7Z3K3-6|Q7Z3K3-7	POGZ	Q7Z3K3	258944.04465	62927.111525	65253.462687499996	56136.8171975	74316.924595	64090.28710625	65226.87089625	0.025360687588731	0.941391248195317	0.669097074625793
PG247480	sp|P15374|UCHL3_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1	230	67.83	67.83	8.696	1	37	10	0	5	5	0	8.330000000000001e-163	5	5	57045.72143	60128.5331	62502.8673	62777.21383	63245.51084	63478.74619	P15374	UCHL3	P15374	258810.84868000002	66703.18539	63686.79628	68158.0784875	59921.33986	65194.990835000004	64039.70917375	-0.025794365182795785	0.766619580644084	0.619391698726851
PG244180	tr|C9JA08|C9JA08_HUMAN 60S ribosomal export protein NMD3 OS=Homo sapiens GN=NMD3 PE=1 SV=1	529	37.81	37.81	6.805	2	61	18	0	6	6	0	2.25e-263	5	5	69188.8494	68027.07458	65475.56822	64376.44744	62711.173	62275.10506	Q96D46|C9JA08	NMD3	C9JA08	258737.58644	62800.366095	63339.19724	63642.2421225	68803.6060925	63069.7816675	66222.9241075	0.0703817761353268	0.389658220781357	0.463861345707309
PG245981	sp|Q9H7B4|SMYD3_HUMAN Histone-lysine N-methyltransferase SMYD3 OS=Homo sapiens GN=SMYD3 PE=1 SV=4	428	15.89	15.89	0.0	1	20	7	0	5	4	0	2.29e-87	5	4	64092.80934	66708.0413	62717.28789	60109.59091	63463.25122	59673.35066	Q9H7B4	SMYD3	Q9H7B4	258702.17171	64176.155795	64565.035554999995	67227.507695	62640.3139075	64370.595675	64933.91080124999	0.012570282392939145	0.876917254473197	0.652734807155487
PG251420	sp|Q68CQ4|DIEXF_HUMAN Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2	756	23.94	23.94	0.0	1	30	15	0	5	5	0	1.6699999999999998e-197	5	5	58583.32387	59976.8098	63667.14717	58049.75259	63497.75238	59783.47538	Q68CQ4	DIEXF	Q68CQ4	258576.63581	63383.9892575	66768.505705	66901.31678	60850.37034	65076.24748125	63875.843559999994	-0.02686062392479552	0.745020161884503	0.615028334252745
PG242091	sp|P08397|HEM3_HUMAN Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=2	361	39.89	39.89	7.479	2	38	12	0	9	9	0	3.3199999999999996e-172	9	9	69556.4597	68070.50651	63334.17724	65699.29504	68608.32943	65445.87287	P08397|P08397-2	HMBS	P08397	258350.73076	62046.437495	63236.389705	66822.88262250001	65589.67005	62641.4136	66206.27633625001	0.07985122096456893	0.272928180946207	0.395321255231402
PG249317	sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens GN=BIRC6 PE=1 SV=2	4857	4.385	4.385	0.0	1	40	19	0	4	4	0	5.2399999999999996e-244	4	4	62042.73074	66002.2581	60156.7729	71567.98426	63907.32304	60934.68445	Q9NR09	BIRC6	Q9NR09	258122.21386000002	66048.486645	67603.2561025	64303.9289525	60344.5126425	66825.87137375001	62324.2207975	-0.1006138038901967	0.215390599858358	0.360094614514413
PG248167	sp|Q9H0P0|5NT3A_HUMAN Cytosolic 5'-nucleotidase 3A OS=Homo sapiens GN=NT5C3A PE=1 SV=3	336	34.82	34.82	2.679	5	21	11	0	7	7	0	8.290000000000001e-155	7	7	64892.65799	62641.39674	66118.21295	63115.75769	65437.70504	64506.81486	Q9H0P0|Q9H0P0-1|Q9H0P0-2|Q9H0P0-3|X6RM59	NT5C3A	Q9H0P0	257908.7316	64015.8785	64389.9828325	64015.8785	65284.1168	64202.93066625	64649.997650000005	0.010011164153686436	0.882587276518907	0.654921605871863
PG254347	sp|Q9Y3T9|NOC2L_HUMAN Nucleolar complex protein 2 homolog OS=Homo sapiens GN=NOC2L PE=1 SV=4	749	28.44	28.44	6.542	1	66	25	0	5	5	0	0.0	5	5	77153.00986	68621.89824	67501.07402	78733.06739	73571.80023	70034.99692	Q9Y3T9	NOC2L	Q9Y3T9	257874.65695000003	63686.79628	61599.35851	61115.400890000004	71961.0923375	62643.077395	66538.24661375	0.08702876146096677	0.45333927086887	0.498131375845684
PG244465	sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens GN=PCNP PE=1 SV=2	178	62.92	62.92	7.303	1	50	11	0	6	3	0	6.15e-153	6	3	64376.38913	73308.32464	65842.32233	64283.45643	65418.74979	66765.7443	Q8WW12	PCNP	Q8WW12	257626.46326000002	59789.8264275	61841.666925	71417.00851	64303.9289525	60815.74667625	67860.46873125	0.1581264743022396	0.118024305475353	0.281101016185745
PG250449	sp|Q5EBM0|CMPK2_HUMAN UMP-CMP kinase 2; mitochondrial OS=Homo sapiens GN=CMPK2 PE=1 SV=3	449	30.07	30.07	0.0	2	15	10	0	8	8	0	2.51e-139	7	7	63357.95181	60263.54366	59796.28474	63658.14718	61239.13589	56604.37513	Q5EBM0|Q5EBM0-4	CMPK2	Q5EBM0	257529.70423	70661.36704	65589.67005	60185.66216	60711.8346575	68125.518545	60448.748408750005	-0.17248283726843794	0.0673977389174283	0.225823005175818
