Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Genome_0Min_(TMT 127C PCN)	_Genome_0Min_(TMT 128N PCN)	_Env_60Min_(TMT 129C PCN)	_Env_60Min_(TMT 130N PCN)	_Genome_60Min_(TMT 130C PCN)	_Genome_60Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	60min_1	60min_2	mean0min	mean60min	log060	pVal060	qVal060
PG245333	sp|Q5TC82|RC3H1_HUMAN Roquin-1 OS=Homo sapiens GN=RC3H1 PE=1 SV=1	1133	6.973	6.973	0.0	2	8	4	0	1	1	0	3.96e-67	1	1	19009.70808	15892.95329	16029.8925	15709.17348	16841.81044	15804.56477	Q5TC82|Q5TC82-2	RC3H1	Q5TC82	43029.073536	7058.51396875	7868.8433755	13438.9536125	14629.478425000001	7463.678672124999	14034.216018750001	0.9109896926514581	0.0002422405599182	0.016769030972073
PG250304	sp|Q8IXQ3|CI040_HUMAN Uncharacterized protein C9orf40 OS=Homo sapiens GN=C9orf40 PE=1 SV=1	194	47.94	47.94	30.93	1	55	12	0	1	1	0	3.91e-170	1	1	9913.401487	8822.409896	12521.47277	12679.26149	11003.78747	13808.99434	Q8IXQ3	C9orf40	Q8IXQ3	42622.742678	8660.4861685	7951.5688145	12388.2065925	13598.9353525	8306.0274915	12993.570972500002	0.6455674235856534	0.0009282329625953	0.0362298142861248
PG253107	tr|A0A0U1RRH7|A0A0U1RRH7_HUMAN Histone H2A OS=Homo sapiens PE=3 SV=1	170	52.35	4.118	22.35	3	425	11	10	58	7	6	4.6e-165	1	1	36276.44454	20292.80697	23143.56434	24552.80051	21294.65897	23627.05848	P20671|A0A0U1RR32	HIST1H2AD|hCG_2039566	A0A0U1RRH7	42435.505683	4752.27093625	5293.214442750001	15890.385135	16495.729005	5022.742689500001	16193.05707	1.6888281021418199	9.56134232618587e-06	0.0016726410841747
PG242916	tr|B7ZKJ8|B7ZKJ8_HUMAN ITIH4 protein OS=Homo sapiens GN=ITIH4 PE=1 SV=1	935	3.316	3.316	0.0	5	4	3	0	1	1	0	1.39e-37	1	1	2959.200936	1111.387489	21068.2716	19035.08953	28531.32494	20899.47393	Q14624|Q14624-2|Q14624-3|Q14624-4|B7ZKJ8	ITIH4	B7ZKJ8	41763.817532	1657.4903245	1704.32133675	19243.4959275	19383.7822525	1680.905830625	19313.63909	3.5223092156989106	9.76381727636324e-08	0.0002298602825383
PG244251	sp|O43677|NDUC1_HUMAN NADH dehydrogenase [ubiquinone] 1 subunit C1; mitochondrial OS=Homo sapiens GN=NDUFC1 PE=3 SV=1	76	27.63	27.63	0.0	1	7	2	0	1	1	0	5.9899999999999995e-30	1	1	9214.326963	7367.200356	9212.946748	7348.619919	8303.767772	8716.026465	O43677	NDUFC1	O43677	40407.476834	12493.1520525	12268.6845125	8635.728708749999	6999.3076842499995	12380.918282499999	7817.518196499999	-0.6633357446562284	0.0028920999433853	0.0616910020912489
PG252844	sp|P04921|GLPC_HUMAN Glycophorin-C OS=Homo sapiens GN=GYPC PE=1 SV=1	128	31.25	31.25	0.0	3	3	2	0	1	1	0	1.23e-28	1	1	18715.55737	17242.23876	14191.31711	18579.49071	13521.68998	14382.05556	P04921|P04921-2|P04921-3	GYPC	P04921	39652.545552	5299.80878725	7295.81586425	15077.638535	11859.208965	6297.81232575	13468.42375	1.0966583467127784	0.0032175161387725	0.064861400347087
PG250395	sp|P10643|CO7_HUMAN Complement component C7 OS=Homo sapiens GN=C7 PE=1 SV=2	843	2.017	2.017	0.0	1	2	2	0	1	1	0	1.6e-23	1	1	5616.437636	3283.306955	16194.25855	16634.79189	17749.42249	14819.60716	P10643	C7	P10643	38573.491030000005	5446.8349695	3500.4104765	13493.4604425	16045.4766	4473.622723	14769.46852125	1.7231024128323915	0.0008781276921866	0.035646610595594
PG246321	sp|Q9H147|TDIF1_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 1 OS=Homo sapiens GN=DNTTIP1 PE=1 SV=2	329	21.88	21.88	0.0	1	15	5	0	2	2	0	8.12e-78	2	2	11244.8386	11553.6167	11927.66641	11059.872	12416.82524	13696.03632	Q9H147	DNTTIP1	Q9H147	37789.823751	7687.565613000001	7263.7333885	10657.11558	12088.3765875	7475.64950075	11372.74608375	0.6053098176731408	0.0015052566279095	0.0443421681269094
PG256998	sp|Q5FWF4-2|ZRAB3_HUMAN Isoform 2 of DNA annealing helicase and endonuclease ZRANB3 OS=Homo sapiens GN=ZRANB3	598	3.512	3.512	2.341	1	6	3	0	1	1	0	2.42e-32	1	1	29492.19213	16822.81646	22565.36012	19442.55289	15352.43689	17697.88475	Q5FWF4-2	ZRANB3	Q5FWF4-2	37322.756294	2852.7408809999997	3380.276042	19285.6886075	11972.9729125	3116.5084614999996	15629.33076	2.326253469324798	0.0003490434754957	0.0209382746078914
PG245833	sp|O43295|SRGP3_HUMAN SLIT-ROBO Rho GTPase-activating protein 3 OS=Homo sapiens GN=SRGAP3 PE=1 SV=3	1099	4.641	4.641	0.0	2	11	4	0	1	1	0	7.44e-50	1	1	7991.377761	5612.105497	5771.934809	5898.618389	5832.969957	5735.566002	O43295|O43295-2	SRGAP3	O43295	36705.348094	6741.24731375	5849.37997125	13707.7130475	10422.2653325	6295.3136425	12064.98919	0.9384764607267649	0.0025863921511247	0.0563934534293644
PG246420	sp|Q9BVV6-3|TALD3_HUMAN Isoform 3 of Protein TALPID3 OS=Homo sapiens GN=KIAA0586	1644	1.825	1.825	0.0	5	3	2	0	1	1	0	7.02e-28	1	1	3553.101509	3394.599492	13949.01791	14788.82076	16122.49085	15548.87707	Q9BVV6|Q9BVV6-2|Q9BVV6-3|Q9BVV6-4|A0A087WYM5	KIAA0586	Q9BVV6-3	34142.448582	3730.94249275	2240.08895025	13679.948975	14297.5867	2985.5157215	13988.7678375	2.228216821267689	0.0003788502661204	0.0210601100329114
PG248237	sp|Q96B36-3|AKTS1_HUMAN Isoform 3 of Proline-rich AKT1 substrate 1 OS=Homo sapiens GN=AKT1S1	276	30.8	30.8	5.797	2	40	6	0	1	1	0	2.77e-83	1	1	6371.48791	5158.932385	10240.83598	9561.855966	9842.510487	9585.79488	Q96B36|Q96B36-3	AKT1S1	Q96B36-3	33323.539965	5889.40916225	7215.704937500001	10958.92856	9307.762446	6552.557049875	10133.345503	0.6289806410034273	0.007083063628628	0.0924592556124756
PG255709	sp|Q96K37|S35E1_HUMAN Solute carrier family 35 member E1 OS=Homo sapiens GN=SLC35E1 PE=1 SV=2	410	4.146	4.146	0.0	2	4	2	0	1	1	0	8.969999999999999e-23	1	1	13880.5334	12831.66231	11022.19893	12693.84092	12683.72857	10602.79958	Q96K37|H7C1I0	SLC35E1	Q96K37	33124.151324	6174.84939375	5636.11990725	10345.298714999999	10895.54745	5905.4846505000005	10620.4230825	0.8467138709902906	0.0001939367257182	0.0145211480676905
PG245957	sp|P11831|SRF_HUMAN Serum response factor OS=Homo sapiens GN=SRF PE=1 SV=1	508	9.449	9.449	2.953	1	18	4	0	1	1	0	1.38e-59	1	1	8472.993182	8098.353473	9394.626834	9748.626409	8379.659253	10118.0408	P11831	SRF	P11831	31302.222937	5995.217025	5688.2525015	10146.36526725	9554.062976000001	5841.7347632500005	9850.214121625	0.7537582300053876	0.0002221411097167	0.0162116933442724
PG243530	sp|Q659C4|LAR1B_HUMAN La-related protein 1B OS=Homo sapiens GN=LARP1B PE=1 SV=2	914	15.21	11.82	1.313	1	46	13	4	5	5	3	6.060000000000001e-156	2	2	13189.22103	11079.92117	11206.22691	9792.066284	11056.17803	12719.79152	Q659C4	LARP1B	Q659C4	30720.247773	5714.9120299999995	6510.0198015000005	9792.350644	8755.2934245	6112.46591575	9273.822034249999	0.6014095261376465	0.0025632798411415	0.0563934534293644
PG251490	sp|Q9P219|DAPLE_HUMAN Protein Daple OS=Homo sapiens GN=CCDC88C PE=1 SV=3	2028	7.594	6.953	0.0	1	32	14	2	1	1	0	1.7e-159	1	1	6446.358157	5403.012679	10080.22499	11408.9731	10165.15537	12981.58671	Q9P219	CCDC88C	Q9P219	30387.257161	5434.35183325	6419.91910675	9852.3833065	8693.17547025	5927.135469999999	9272.779388375	0.6456667997397734	0.0032379884000997	0.0649174083771027
PG246664	sp|Q99595|TI17A_HUMAN Mitochondrial import inner membrane translocase subunit Tim17-A OS=Homo sapiens GN=TIMM17A PE=1 SV=1	171	18.13	18.13	0.0	1	5	2	0	2	2	0	9.989999999999999e-30	2	2	13279.05637	11156.75311	10573.94569	9379.188292	7531.273834	9073.252195	Q99595	TIMM17A	Q99595	29970.863273	4512.8229655	5244.33656925	11443.800607500001	8813.8161845	4878.579767375	10128.808396	1.0539313358026845	0.0014333448784944	0.0442363507324824
PG251321	sp|Q86VR2|F134C_HUMAN Protein FAM134C OS=Homo sapiens GN=FAM134C PE=1 SV=1	466	24.68	24.68	0.0	1	21	7	0	1	1	0	6.34e-97	1	1	7374.048607	7227.396658	6375.92243	8545.067598	7374.458753	6618.970677	Q86VR2	FAM134C	Q86VR2	29957.462646999997	6380.5082085	5369.75201425	9466.8720485	8791.67203575	5875.130111375	9129.272042125	0.6358790237790091	0.0025181217002377	0.0563934534293644
PG249431	sp|Q99622|C10_HUMAN Protein C10 OS=Homo sapiens GN=C12orf57 PE=1 SV=1	126	43.65	43.65	0.0	2	13	4	0	1	1	0	8.2e-63	1	1	6561.879398	6619.708415	4415.259997	5555.011586	4641.484255	4825.503309	Q99622|U3KQ85	C12orf57	Q99622	29473.816348999997	9141.712822	9715.54803175	5446.8349695	5093.8344355	9428.630426875	5270.3347025	-0.839153638957506	0.0001608075069988	0.0131108479305513
PG244578	sp|Q2NL67|PARP6_HUMAN Poly [ADP-ribose] polymerase 6 OS=Homo sapiens GN=PARP6 PE=2 SV=1	630	6.349	6.349	0.0	2	14	2	0	4	1	0	1.61e-22	4	1	4233.062543	4876.33386	10493.46751	18667.29995	11148.59636	10845.57447	Q2NL67|H3BQK2	PARP6	Q2NL67	29448.468310000004	5574.29301825	4867.712126	9610.98870425	9413.55833675	5221.002572125	9512.273520499999	0.8654633301997365	0.0002972023895949	0.0198045832331695
PG242607	sp|A0AVF1|IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	554	7.22	7.22	0.0	4	4	3	0	1	1	0	2.1799999999999999e-41	1	1	5709.855163	4623.911482	9651.813744	9977.665799	9116.355347	8681.841521	A0AVF1|A0AVF1-2|B7Z2T3|B7Z6R6	TTC26	A0AVF1	29334.306948	4835.560273	4525.248611749999	10520.941615	9679.88420175	4680.404442375	10100.412908375	1.1097091658094864	5.8559118236378e-05	0.0058375363360323
PG244659	sp|Q9BWT3|PAPOG_HUMAN Poly(A) polymerase gamma OS=Homo sapiens GN=PAPOLG PE=1 SV=2	736	22.55	18.75	3.533	2	65	16	3	2	2	1	1.87e-222	1	1	5881.733724	7884.051641	6611.402136	9730.479086	7240.694046	6962.011389	Q9BWT3|Q9BWT3-2	PAPOLG	Q9BWT3	28789.069257000003	8606.89299275	8721.124251500001	5606.183851	5913.0552020000005	8664.008622125	5759.619526500001	-0.5890611665420142	0.0004767209651286	0.0249275129969612
PG247360	sp|P35443|TSP4_HUMAN Thrombospondin-4 OS=Homo sapiens GN=THBS4 PE=1 SV=2	961	4.266	4.266	0.0	2	4	3	0	1	1	0	2.0900000000000003e-37	1	1	5107.661611	4827.998575	11115.17687	12693.47235	14549.32341	12510.12957	P35443|E7ES19	THBS4	P35443	28604.316692	2816.6329895	2203.0425754999997	12963.1753875	10593.81806	2509.8377825	11778.496723749999	2.2304893942976065	5.91874810270168e-05	0.0058375363360323
PG263150	tr|A9Z1X7|A9Z1X7_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=1	913	59.47	20.81	35.71	1	1691	102	74	8	7	6	0.0	1	1	13141.13149	9538.656693	10950.7721	11836.04024	9868.19328	10660.03273	A9Z1X7	SRRM1	A9Z1X7	27409.230974	3225.9714185000003	5222.57334325	9340.98555225	9546.06836025	4224.272380875	9443.52695625	1.160622913509962	0.0046012220334455	0.0782783353790533
PG257233	sp|Q8TBK6-2|ZCH10_HUMAN Isoform 2 of Zinc finger CCHC domain-containing protein 10 OS=Homo sapiens GN=ZCCHC10	170	14.12	14.12	0.0	1	3	2	0	1	1	0	3.24e-29	1	1	7287.713874	6504.20158	8768.58614	7950.361326	8761.896536	9135.065709	Q8TBK6-2	ZCCHC10	Q8TBK6-2	25157.069528	5115.81019525	3987.63717925	8666.3944755	7357.09114625	4551.72368725	8011.742810874999	0.815703127804785	0.0038071447004924	0.072000353468615
PG245368	sp|Q9BWF3-4|RBM4_HUMAN Isoform 4 of RNA-binding protein 4 OS=Homo sapiens GN=RBM4	173	82.66	9.249	19.08	1	69	18	17	10	10	9	1.67e-252	1	1	4675.417798	4780.14746	7758.403725	8368.134952	10404.85345	7831.960972	Q9BWF3-4	RBM4	Q9BWF3-4	24999.981305	4167.14899725	4796.50759475	8035.537189	7876.90926175	4481.828296	7956.223225375	0.8279963754030205	0.0003925253698985	0.021494626530021
PG250094	sp|Q9BS16|CENPK_HUMAN Centromere protein K OS=Homo sapiens GN=CENPK PE=1 SV=1	269	19.7	19.7	0.0	3	5	4	0	2	2	0	2.0600000000000002e-57	2	2	5794.562944	5371.128032	6469.641722	6231.455175	6943.994191	5081.200525	Q9BS16|D6RJF0|D6RHD3	CENPK	Q9BS16	23795.186397	4053.55682475	5278.4490655	7306.40908925	7015.7643825	4666.002945125	7161.086735875	0.6179913233944798	0.0077180002104664	0.0964193764022912
PG256410	sp|Q13813|SPTN1_HUMAN Spectrin alpha chain; non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3	2472	66.26	1.739	15.45	1	477	164	162	131	109	108	0.0	1	1	4396.458516	5665.103728	3949.507881	3772.198106	3452.290277	3886.441067	Q13813	SPTAN1	Q13813	18753.965452	6116.15092475	5141.1860415	3563.75373575	3931.3906402499997	5628.668483125	3747.572188	-0.5868374104641223	0.0043980394202477	0.0764671037338177
PG255730	sp|Q9P0U3|SENP1_HUMAN Sentrin-specific protease 1 OS=Homo sapiens GN=SENP1 PE=1 SV=2	644	11.8	11.8	0.9317	2	17	7	0	1	1	0	1.6499999999999998e-82	1	1	9090.454994	7796.675079	8342.050952	6582.763465	6397.440737	8632.024994	Q9P0U3|Q9P0U3-2	SENP1	Q9P0U3	18352.549066	2351.60762075	3072.1526875	7286.752164	5621.69316575	2711.880154125	6454.222664875	1.2509499273730886	0.0014530420942626	0.0442363507324824
PG254298	sp|Q8IXM6|NRM_HUMAN Nurim OS=Homo sapiens GN=NRM PE=1 SV=1	262	12.98	12.98	0.0	1	4	3	0	1	1	0	6.77e-32	1	1	3942.407601	3929.204357	3825.777768	3758.230755	5078.255716	4019.245297	Q8IXM6	NRM	Q8IXM6	17957.71812	5383.98738525	5793.2674285	3163.4565092499997	3839.1630217499996	5588.627406875001	3501.3097654999997	-0.6745992893510979	0.0025859300864927	0.0563934534293644
PG249709	sp|Q9GZT6|CC90B_HUMAN Coiled-coil domain-containing protein 90B; mitochondrial OS=Homo sapiens GN=CCDC90B PE=1 SV=2	254	16.14	16.14	0.0	2	4	3	0	1	1	0	1.22e-44	1	1	3509.79968	4446.898718	2833.747339	3677.262282	3407.02782	2991.196134	Q9GZT6|Q9GZT6-2	CCDC90B	Q9GZT6	16489.126833	4564.24985975	5434.35183325	3437.9775852499997	3079.3481272500003	4999.3008465	3258.66285625	-0.6174462502587275	0.0039194537281218	0.0727357922495916
PG246598	sp|P05452|TETN_HUMAN Tetranectin OS=Homo sapiens GN=CLEC3B PE=1 SV=3	202	15.84	15.84	0.0	2	4	2	0	1	1	0	3.38e-32	1	1	1156.666792	810.5346077	7181.581215	7539.451496	6444.503267	6800.343712	P05452|E9PHK0	CLEC3B	P05452	15638.9593347	464.643851625	646.299275175	7098.53496525	7037.72161625	555.4715634	7068.12829075	3.669543264067739	6.79408560738584e-06	0.0014662872838243
PG243308	sp|Q9NQT8|KI13B_HUMAN Kinesin-like protein KIF13B OS=Homo sapiens GN=KIF13B PE=1 SV=2	1826	10.08	9.584	0.8215	1	46	17	1	2	2	1	6.580000000000001e-209	1	1	7634.029634	6943.727704	7819.331698	5260.15112	7089.384659	7309.540619	Q9NQT8	KIF13B	Q9NQT8	15533.09044	2947.72594025	3043.551077	4969.35845175	4525.248611749999	2995.638508625	4747.30353175	0.6642447547511143	0.0005287615495038	0.0252218499495095
PG244693	sp|P20742|PZP_HUMAN Pregnancy zone protein OS=Homo sapiens GN=PZP PE=1 SV=4	1482	2.294	0.8097	0.0	1	13	3	2	4	3	2	9.24e-51	1	1	1170.368757	843.1635415	4244.334315	5486.232818	5924.059695	4980.696707	P20742	PZP	P20742	11316.9121433	994.323529125	818.98431615	4358.89956675	4773.98182525	906.6539226375	4566.440696	2.3324462250302966	1.14311439462205e-05	0.001906355920834
PG243055	tr|E7ERR0|E7ERR0_HUMAN Kelch domain-containing protein 3 OS=Homo sapiens GN=KLHDC3 PE=1 SV=2	389	5.656	5.656	2.828	2	4	3	0	1	1	0	4.48e-41	1	1	5094.386086	3853.967269	5464.143541	4398.191326	4980.498409	4801.649408	Q9BQ90|E7ERR0	KLHDC3	E7ERR0	11251.974618	1756.4903775	1602.93779325	4374.6110745000005	3409.13269125	1679.714085375	3891.871882875	1.2122485348337626	0.0004961796365269	0.0249275129969612
PG252835	sp|O94925|GLSK_HUMAN Glutaminase kidney isoform; mitochondrial OS=Homo sapiens GN=GLS PE=1 SV=1	669	36.17	2.392	5.082	1	43	20	19	10	10	9	2.23e-263	1	1	2158.930166	1093.57986	2261.580448	1727.06663	2383.898418	2709.567563	O94925	GLS	O94925	10254.144194	3083.2416080000003	3138.358152	1870.13854425	2178.53195475	3110.79988	2024.3352495	-0.619837354171502	0.0016647130202765	0.045185756177283
PG259854	tr|A0A024R0Y4|A0A024R0Y4_HUMAN Transcriptional adapter 2-alpha OS=Homo sapiens GN=TADA2L PE=1 SV=1	443	6.998	6.998	0.0	2	4	2	0	1	1	0	1.2300000000000001e-26	1	1	2081.33678	2788.301958	2322.534413	3380.477833	1929.612438	2046.912417	A0A087WWR4|A0A024R0Y4	TADA2A|TADA2L	A0A024R0Y4	9593.036131	2677.93428275	3163.4565092499997	1767.2063635	2023.94814025	2920.695396	1895.577251875	-0.6236746521015506	0.0041865026207179	0.0752015361864242
PG254879	sp|P11117|PPAL_HUMAN Lysosomal acid phosphatase OS=Homo sapiens GN=ACP2 PE=1 SV=3	423	5.674	5.674	0.0	4	7	3	0	1	1	0	7.64e-33	1	1	4866.493863	5198.468732	3475.846507	3088.452804	3510.544536	3629.13105	P11117|B7Z7D2|E9PQY3|E9PHY0	ACP2	P11117	9507.2477945	1033.820613375	1312.9693790000001	3939.8083685	3008.12265775	1173.3949961875	3473.965513125	1.5658946872230224	0.0004847624142969	0.0249275129969612
PG253657	sp|P20774|MIME_HUMAN Mimecan OS=Homo sapiens GN=OGN PE=1 SV=1	298	6.376	6.376	0.0	2	2	1	0	1	1	0	3.2100000000000004e-21	1	1	2469.956754	2460.546015	2980.017445	4065.851729	3816.800775	2737.016514	P20774|Q5TBF5	OGN	P20774	8906.924183000001	1282.988808	1381.58753125	2816.6329895	3286.646972	1332.2881696250001	3051.63998075	1.195678602871399	0.0001256480484012	0.0107207277319855
PG255697	sp|Q12770|SCAP_HUMAN Sterol regulatory element-binding protein cleavage-activating protein OS=Homo sapiens GN=SCAP PE=1 SV=4	1279	5.551	5.551	0.0	1	24	5	0	1	1	0	5.69e-72	1	1	2426.784268	2556.942447	2680.440995	2283.884666	1361.551037	1903.918544	Q12770	SCAP	Q12770	8546.821485	1602.93779325	1785.47400275	2829.86327475	2321.17757175	1694.205898	2575.52042325	0.6042547632882342	0.0056224048656041	0.084250580489987
PG245307	sp|Q96D15|RCN3_HUMAN Reticulocalbin-3 OS=Homo sapiens GN=RCN3 PE=1 SV=1	328	8.841	8.841	0.0	1	2	2	0	1	1	0	3.11e-30	1	1	1813.409296	1709.798421	3251.521372	3041.823642	2820.501354	4039.101	Q96D15	RCN3	Q96D15	7406.7546895	1121.98832	940.982682425	2885.9744685	2363.717545	1031.4855012125	2624.84600675	1.3475092433693692	0.0003022851131959	0.0198045832331695
PG260460	tr|A0A0G2JNG9|A0A0G2JNG9_HUMAN T-cell receptor beta-2 chain C region OS=Homo sapiens GN=TRBC2 PE=1 SV=2	313	20.13	9.585	0.0	2	16	4	2	2	2	1	1.53e-66	1	1	861.7125395	445.9507299	2726.504493	3840.792539	3443.176035	3213.968797	A0A0G2JM62|A0A0G2JNG9	TRBC2	A0A0G2JNG9	7044.5107921	855.459626125	767.86172035	2791.84077025	2538.3321945000002	811.6606732375001	2665.086482375	1.7152337308303158	1.49597853901863e-05	0.0022869206518813
PG243457	sp|Q86U70|LDB1_HUMAN LIM domain-binding protein 1 OS=Homo sapiens GN=LDB1 PE=1 SV=2	411	35.77	35.77	12.65	1	55	12	0	1	1	0	1.39e-166	1	1	1491.690711	1246.215998	896.9834781	1538.124313	1521.562951	1098.955612	Q86U70	LDB1	Q86U70	5927.567622	1870.13854425	1836.45886	1187.3712034999999	1154.2695105	1853.298702125	1170.820357	-0.6625756887649759	0.0002287332785677	0.0162116933442724
PG247496	sp|Q9BZL1|UBL5_HUMAN Ubiquitin-like protein 5 OS=Homo sapiens GN=UBL5 PE=1 SV=1	73	54.79	54.79	12.33	1	10	4	0	1	1	0	2.5400000000000002e-57	1	1	1871.738958	1860.073006	712.3853835	1504.244614	1670.080668	1382.3205	Q9BZL1	UBL5	Q9BZL1	5320.567270699999	1606.9907845	1846.61963425	940.982682425	1089.981483425	1726.805209375	1015.482082925	-0.7659405651219736	0.0014572095597257	0.0442363507324824
PG254683	sp|Q9NP80|PLPL8_HUMAN Calcium-independent phospholipase A2-gamma OS=Homo sapiens GN=PNPLA8 PE=1 SV=1	782	3.581	1.918	0.0	4	4	3	2	1	1	0	1.73e-33	1	1	1266.519434	1192.173463	1508.581422	1407.973032	1224.969346	1033.684715	Q9NP80|Q9NP80-2|Q9NP80-3|A0A0C4DG51	PNPLA8	Q9NP80	5251.988803300001	1650.209716	1870.13854425	874.4729139	1056.23668855	1760.174130125	965.3548012250001	-0.8665869733405098	0.0011966859118986	0.0414201138059626
