Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG255613	sp|P62273|RS29_HUMAN 40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=2	56	48.21	48.21	12.5	1	27	4	0	4	2	0	2.02e-49	2	1	P62273	RPS29	P62273	1112173.19133	182482.60807000002	159257.52010999998	152686.72341	152686.72341	128556.29637	117749.067515	129462.70422	62306.253643	54910.654437000005	26762.817331	161778.39375	125256.02270166668	-0.3691389676803059	47993.241803666664	-1.7531157707571217	0.0017930727167426	0.0614012096437876	0.0001932876547289	0.0035930996836338
PG242624	sp|P18065|IBP2_HUMAN Insulin-like growth factor-binding protein 2 OS=Homo sapiens GN=IGFBP2 PE=1 SV=2	325	18.46	18.46	0.0	2	11	5	0	2	2	0	1.0600000000000001e-73	2	2	P18065|C9JMY1	IGFBP2	P18065	1110282.2398199998	109157.609222	116550.144416	117310.223669	91511.909934	104876.844521	95634.191192	124054.237438	101142.65006	117310.223669	129374.60287999999	108632.47181024999	108188.42438366666	-0.005909263610202364	115942.492203	0.0939539920948103	0.95193078821955	0.673368130538694	0.44026468607976	0.344214482375559
PG242401	sp|Q9NX55|HYPK_HUMAN Huntingtin-interacting protein K OS=Homo sapiens GN=HYPK PE=1 SV=2	129	44.96	40.31	24.81	1	36	7	1	3	3	1	3.38e-104	2	2	Q9NX55	HYPK	Q9NX55	1108207.5627899999	109241.470773	109524.726467	102247.718167	97531.898145	116231.956871	114229.016599	107579.665007	115347.92215	116110.181813	117749.067515	104636.453388	112680.21282566666	0.10684864654149556	116402.39049266667	0.15373513920631632	0.110860264119469	0.297092458178781	0.0265640052519548	0.0534837889837349
PG242210	sp|P82970|HMGN5_HUMAN High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens GN=HMGN5 PE=1 SV=1	282	37.94	15.96	2.837	1	45	9	5	4	4	2	6.38e-119	2	2	P82970	HMGN5	P82970	1106191.22289	113710.5712	114341.011485	112564.186925	116454.14516300001	100635.216531	107928.458486	97826.029612	115675.54080300001	113457.036342	111001.57006999999	114267.47869325001	102129.901543	-0.1620095414700306	113378.04907166667	-0.01127351146569245	0.0115142222178357	0.130685355242692	0.79792352477719	0.489897631024172
PG250846	sp|Q9H9Q2|CSN7B_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=1 SV=1	264	40.53	40.53	9.848	1	20	8	0	4	4	0	1.55e-120	4	4	Q9H9Q2	COPS7B	Q9H9Q2	1106153.4803999998	107928.458486	122361.91024199998	111541.426747	120083.563162	119738.07498299998	113203.058922	103461.16312499999	106328.091282	106692.734365	101581.526795	115478.83965924999	112134.09901	-0.04240346049312659	104867.450814	-0.13906155860425407	0.560460866302655	0.562913535050331	0.0531647464556018	0.0839474303695077
PG256931	sp|Q9UL40|ZN346_HUMAN Zinc finger protein 346 OS=Homo sapiens GN=ZNF346 PE=1 SV=1	294	25.17	25.17	3.741	1	16	7	0	3	3	0	3.54e-104	3	3	Q9UL40	ZNF346	Q9UL40	1102405.94096	112428.14566	109671.592441	102666.34779300001	83683.677069	109937.049951	120392.98571200001	94858.273262	112842.18442599999	129374.60287999999	122138.77941999999	102112.44074075	108396.102975	0.08615424441471461	121451.85557533333	0.250225886180363	0.493741914337819	0.535738358033074	0.0487249808017398	0.0790912773166029
PG254992	sp|O43447|PPIH_HUMAN Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	177	53.67	46.89	12.99	2	58	11	2	2	2	0	3.5500000000000005e-144	2	2	O43447|C9JQD4	PPIH	O43447	1101933.50474	113338.04868099999	109937.049951	113457.036342	115581.78569700001	119080.341323	92729.442555	100635.216531	120155.404722	108048.38975199999	110914.97865500001	113078.48016775	104148.33346966666	-0.1186846435895581	113039.591043	-0.0004962464757825508	0.173632689289917	0.352237977313571	0.97455481346884	0.541344190640623
PG243033	sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2	521	26.68	18.23	2.879	1	48	13	6	4	4	2	1.9499999999999997e-180	2	2	O00505	KPNA3	O00505	1101693.02441	109824.61048	111704.763219	120392.98571200001	109671.592441	112842.18442599999	97180.587616	107746.273905	105210.29710300002	110760.207593	117957.391151	112898.48796299999	105923.01531566666	-0.09201006727194996	111309.29861566667	-0.02045204604125196	0.195752912181671	0.368084577594244	0.737360566555605	0.468002473078556
PG245733	sp|Q9H4L7-2|SMRCD_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1	1028	27.63	27.63	8.268	2	97	27	0	2	2	0	0.0	2	2	Q9H4L7|Q9H4L7-2	SMARCAD1	Q9H4L7-2	1099435.50089	109671.592441	100362.122645	94023.445917	119583.18048000001	108170.591446	111137.514989	110914.97865500001	109937.049951	114341.011485	120324.27297700002	105910.08537074999	110074.36169666669	0.05563850070906901	114867.44480433334	0.11712999637655651	0.484149905039327	0.532769884792419	0.203230453266875	0.210391352519899
PG245200	sp|Q5R372|RBG1L_HUMAN Rab GTPase-activating protein 1-like OS=Homo sapiens GN=RABGAP1L PE=1 SV=1	815	15.95	14.85	3.926	2	24	14	1	4	4	0	7.64e-171	4	4	Q5R372|Q5R372-4	RABGAP1L	Q5R372	1099127.8208799998	112842.18442599999	123012.83369700001	116347.87543599999	112098.24265900001	97703.478347	105817.806752	97413.249678	101667.58275500001	109524.726467	122687.293185	116075.28405449999	100311.51159233332	-0.2105736345315765	111293.20080233335	-0.06069535411628563	0.0060500145358754	0.109525156588198	0.411035138114802	0.330731611880658
PG251130	sp|Q03111|ENL_HUMAN Protein ENL OS=Homo sapiens GN=MLLT1 PE=1 SV=2	559	34.53	34.53	9.481	1	49	16	0	3	3	0	5.88e-204	3	3	Q03111	MLLT1	Q03111	1099126.87775	109524.726467	105599.41730200002	104294.677794	107503.84569900001	112738.17139399999	114670.36886799999	114229.016599	110341.49780600001	103339.366173	116899.65441799999	106730.66681550001	113879.18562033334	0.09352931729580811	110193.50613233335	0.04606444239712106	0.0544426712676015	0.230982434847716	0.446599627303841	0.34757873055747
PG250639	sp|Q6IBW4-4|CNDH2_HUMAN Isoform 4 of Condensin-2 complex subunit H2 OS=Homo sapiens GN=NCAPH2	606	28.88	28.88	6.601	2	48	15	0	3	3	0	4.02e-203	3	3	Q6IBW4|Q6IBW4-4	NCAPH2	Q6IBW4-4	1096342.5581099999	110760.207593	111541.426747	109157.609222	114229.016599	101918.272423	112564.186925	111137.514989	104435.450675	112564.186925	107579.665007	111422.06504024999	108539.99144566666	-0.03780825944556262	108193.100869	-0.04242645352650018	0.466107846485141	0.524872936718383	0.392802994988217	0.321645028786011
PG254987	sp|Q9UPN7|PP6R1_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens GN=PPP6R1 PE=1 SV=5	881	21.0	21.0	2.043	1	23	13	0	2	2	0	1.16e-173	2	2	Q9UPN7	PPP6R1	Q9UPN7	1093608.29834	114080.163919	107150.01963800001	104788.383392	119451.63125100001	100870.30398	94433.79568000001	116550.144416	111336.89261399998	105210.29710300002	119881.756769	111367.54955	103951.414692	-0.09941952697794296	112142.98216199999	0.01001042110828597	0.256963343858219	0.414302346881806	0.889800652627587	0.517590828584718
PG255267	sp|Q9BT73|PSMG3_HUMAN Proteasome assembly chaperone 3 OS=Homo sapiens GN=PSMG3 PE=1 SV=1	122	50.0	50.0	0.0	1	10	4	0	1	1	0	1.0399999999999999e-60	1	1	Q9BT73	PSMG3	Q9BT73	1091598.99206	102880.369744	110635.765793	92089.251418	104210.732466	104066.579002	132232.74964	112217.212585	102666.34779300001	105929.289818	118162.751646	102454.02985525	116172.18040899998	0.1812878984958877	108919.46308566666	0.0882850443775101	0.107154715773606	0.292281068797974	0.296566943736924	0.268377004398864
PG249693	sp|P55212|CASP6_HUMAN Caspase-6 OS=Homo sapiens GN=CASP6 PE=1 SV=2	293	44.03	44.03	11.26	1	33	14	0	2	2	0	4.65e-202	2	2	P55212	CASP6	P55212	1090844.59329	106328.091282	107928.458486	113978.60374199999	115347.92215	121376.67208799999	109524.726467	104144.917907	123221.168436	97413.249678	94858.273262	110895.768915	111682.10548733333	0.01019372294896907	105164.23045866667	-0.07656023861669439	0.904270087989071	0.664097411258502	0.397637020664439	0.323900178120091
PG244228	sp|Q76FK4-2|NOL8_HUMAN Isoform 2 of Nucleolar protein 8 OS=Homo sapiens GN=NOL8	1099	26.3	25.39	5.914	1	74	26	1	4	4	0	0.0	4	4	Q76FK4-2	NOL8	Q76FK4-2	1088200.65965	111137.514989	116347.87543599999	118275.213266	91233.001258	107333.61036	116710.356082	101918.272423	104876.844521	115095.49418000001	106692.734365	109248.40123725001	108654.07962166668	-0.007869822961840816	108888.35768866667	-0.004762457426231226	0.979588337853101	0.682446236144626	0.987903718674233	0.545230186760694
PG248064	sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	1474	3.46	1.967	0.0	1	18	5	2	5	4	2	1.15e-78	1	1	P01023	A2M	P01023	1088170.0362	55835.168611999994	74545.309358	59083.028185	56677.935450000004	115675.54080300001	111541.426747	168105.34504	123931.35608999999	138657.29979999998	148682.26406000002	61535.36040125	131774.10419666665	1.0985793070235996	137090.30664999998	1.1556389873691855	0.0002680876896959	0.0253987728735503	1.35044161363176e-05	0.0007142042079568
PG265560	tr|E7ESP2|E7ESP2_HUMAN Cyclin-dependent kinase 11A OS=Homo sapiens GN=CDK11A PE=1 SV=1	420	35.24	11.19	10.24	2	84	17	14	3	3	2	1.2699999999999999e-225	1	1	J3KS35|E7ESP2	CDK11A	E7ESP2	1087631.9547700002	96894.777711	101779.829744	92420.50394200001	90577.820297	94615.072418	115153.428073	120600.02218200002	108360.51605199999	129285.81430000001	127784.07342	95418.2329235	110122.840891	0.20677685939638005	121810.13459066667	0.35229729630085727	0.0617289571764733	0.242330172308565	0.0025233983322903	0.0125980737466283
PG252986	sp|P08754|GNAI3_HUMAN Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3	354	37.01	18.93	7.062	1	50	14	7	7	7	4	1.48e-183	3	3	P08754	GNAI3	P08754	1085863.98388	115809.956	111850.751723	109051.752789	91903.330197	104294.677794	115495.144	96686.938004	103461.16312499999	118896.30674999999	116454.14516300001	107153.94767725	105492.253266	-0.02254794183536154	112937.20501266666	0.07583583126186731	0.834970319333361	0.644704838375974	0.4230438307842	0.336500922236336
PG247826	sp|Q9P253|VPS18_HUMAN Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens GN=VPS18 PE=1 SV=2	973	17.68	17.68	1.336	1	29	13	0	5	5	0	1.0199999999999999e-196	5	5	Q9P253	VPS18	Q9P253	1084665.92834	101667.58275500001	109241.470773	106431.518433	105599.41730200002	110216.97432899999	112905.585157	111850.751723	113457.036342	107746.273905	104876.844521	105734.99731575002	111657.77040299999	0.07863067898372866	108693.38492266666	0.03981116603326436	0.111979943426161	0.297256619291713	0.458231816725878	0.353007502384791
PG251642	sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2	198	38.89	38.89	18.18	1	33	10	0	2	2	0	6.26e-130	2	2	O43583	DENR	O43583	1082941.11103	111541.426747	102555.14307800001	98899.14261499999	102152.336862	117749.067515	104876.844521	102555.14307800001	119881.756769	105817.806752	114229.016599	103787.0123255	108393.685038	0.06265478908554965	113309.52670666667	0.1266432441330428	0.392016269339257	0.485748383509099	0.0897143771914366	0.119520822587967
PG254469	sp|Q13416|ORC2_HUMAN Origin recognition complex subunit 2 OS=Homo sapiens GN=ORC2 PE=1 SV=2	577	28.08	28.08	2.253	1	29	12	0	1	1	0	9.94e-152	1	1	Q13416	ORC2	Q13416	1082877.81879	119019.89092899999	126364.72909	113203.058922	109524.726467	94858.273262	124212.20301099999	100789.772033	96958.192281	98421.508407	105073.99978400001	117028.101352	106620.08276866667	-0.13437579113983902	100151.23349066668	-0.22467480840141288	0.196326794126041	0.36826174165897	0.0092382327624689	0.0266610795599646
PG246903	sp|Q9NS69|TOM22_HUMAN Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens GN=TOMM22 PE=1 SV=3	142	45.07	45.07	0.0	1	10	4	0	5	3	0	1.38e-60	5	3	Q9NS69	TOMM22	Q9NS69	1081214.7717900001	96686.938004	111944.68204300001	106544.801076	110635.765793	112217.212585	100870.30398	102152.336862	110760.207593	111850.751723	112564.186925	106453.046729	105079.95114233333	-0.018729806100169468	111725.048747	0.0697354333052418	0.800880231822164	0.638864665617525	0.277860939731374	0.25700092195179
PG250898	sp|Q9BV73|CP250_HUMAN Centrosome-associated protein CEP250 OS=Homo sapiens GN=CEP250 PE=1 SV=2	2442	9.5	9.5	0.4914	2	54	19	0	7	7	0	5.16e-257	6	6	Q9BV73|Q9BV73-2	CEP250	Q9BV73	1077911.21631	103215.30857200001	95111.592584	104210.732466	116899.65441799999	104144.917907	104294.677794	114404.426779	117387.09350700001	105073.99978400001	107503.84569900001	104859.32201	107614.67416000001	0.037419691882666285	109988.31299666669	0.06889511282375176	0.620378568724028	0.584172275151135	0.396248790832179	0.323437749947546
PG242874	sp|P05107|ITB2_HUMAN Integrin beta-2 OS=Homo sapiens GN=ITGB2 PE=1 SV=2	769	30.82	1.3	1.56	1	57	20	19	11	11	10	2.54e-293	1	1	P05107	ITGB2	P05107	1077689.99579	104435.450675	106754.795266	98230.962544	95634.191192	103755.59547500001	109937.049951	104876.844521	116550.144416	109157.609222	122034.20657899999	101263.84991925	106189.82998233334	0.06852636311371192	115913.986739	0.19493541958543695	0.247282143905204	0.407437290443566	0.0158122850959551	0.0378916460344863
PG243593	sp|Q8N183|MIMIT_HUMAN Mimitin; mitochondrial OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1	169	55.03	55.03	7.101	1	20	8	0	3	3	0	8.519999999999999e-104	3	3	Q8N183	NDUFAF2	Q8N183	1077647.6163199998	106692.734365	99144.745688	108771.713108	116231.956871	122891.76565	106544.801076	98563.645386	112370.63501200001	107150.01963800001	101918.272423	107710.287508	109333.40403733333	0.02157819750335612	107146.30902433336	-0.007573896667920911	0.844691353291039	0.647862707965281	0.926223325432395	0.529500022667497
PG256725	sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3	2570	18.48	18.48	0.3891	2	79	39	0	5	5	0	0.0	5	5	Q93008|Q93008-1	USP9X	Q93008	1075902.53909	88365.032313	90577.820297	92605.449864	118275.213266	117387.09350700001	111001.57006999999	106328.091282	131426.9384	109671.592441	104210.732466	97455.87893500002	111572.25161966665	0.19515714639458775	115103.08776900002	0.24010541344285258	0.0946047246216026	0.277704976879938	0.0888183634660774	0.118744499463515
PG242870	sp|P20701-2|ITAL_HUMAN Isoform 2 of Integrin alpha-L OS=Homo sapiens GN=ITGAL	1223	12.18	12.18	0.0	3	19	12	0	3	3	0	7.91e-158	3	3	P20701|P20701-2|P20701-3	ITGAL	P20701-2	1075484.57896	103461.16312499999	106841.83993599999	103215.30857200001	101918.272423	103879.84228299999	103031.978337	100049.870555	120517.58799999999	114670.36886799999	113338.04868099999	103859.146014	102320.563725	-0.021532150229833565	116175.335183	0.1616755392737171	0.623156166933362	0.584729144798114	0.0092648457735875	0.0267039950657433
PG256831	sp|Q6NZY4|ZCHC8_HUMAN Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens GN=ZCCHC8 PE=1 SV=2	707	35.36	35.36	6.789	1	95	20	0	4	4	0	4.6899999999999995e-278	3	3	Q6NZY4	ZCCHC8	Q6NZY4	1075087.433	103553.17754199999	119281.223531	110474.181007	112842.18442599999	99264.896416	109157.609222	99941.631192	105599.41730200002	104210.732466	109937.049951	111537.69162649999	102788.04560999999	-0.11785883163465698	106582.39990633335	-0.06556209490916984	0.105958144740159	0.291357850426896	0.314183593300763	0.277581173755593
PG252614	sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens GN=GALE PE=1 SV=2	348	27.87	27.87	0.0	1	21	7	0	2	2	0	4.1399999999999997e-95	2	2	Q14376	GALE	Q14376	1074058.53396	93029.002049	84417.632283	96894.777711	129560.97137	110341.49780600001	121112.98922999999	102436.772775	134765.92036	96214.626712	97826.029612	100975.59585325	111297.08660366667	0.1404091687464648	109602.19222799999	0.11826999555578634	0.311682758752553	0.445608551103869	0.511750575686269	0.377669134216416
PG249675	tr|A0A0J9YXJ0|A0A0J9YXJ0_HUMAN CUGBP Elav-like family member 2 OS=Homo sapiens GN=CELF2 PE=1 SV=1	533	20.45	17.64	5.441	12	30	12	2	4	4	2	1.56e-146	2	2	O95319|O95319-2|O95319-3|O95319-4|O95319-5|E9PC62|Q5VZZ6|A0A1B0GUN8|A0A1B0GU44|V9GYD9|A0A0J9YX66|A0A0J9YXJ0	CELF2	A0A0J9YXJ0	1071933.68047	92605.449864	90731.420545	110635.765793	118597.71810000001	115347.92215	99538.304541	108456.224905	94433.79568000001	121112.98922999999	117164.92667799999	103142.58857549999	107780.81719866667	0.06346027195108882	110903.90386266664	0.10466999134267216	0.539140038610506	0.552996237819908	0.431636730196964	0.340832463974031
PG248027	sp|Q8IZ83|A16A1_HUMAN Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens GN=ALDH16A1 PE=1 SV=2	802	30.3	30.3	0.0	1	48	20	0	2	2	0	6.12e-260	2	2	Q8IZ83	ALDH16A1	Q8IZ83	1071802.0407	105657.75188	104435.450675	94340.679651	113864.708023	115987.135788	103755.59547500001	104788.383392	112428.14566	99410.847844	115215.68650799998	104574.64755724999	108177.03821833333	0.04886116781683366	109018.22667066667	0.06003622245834583	0.524904817956467	0.546999175356747	0.480078075030494	0.36355622745817
PG259633	tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragment) OS=Homo sapiens GN=PABPC4 PE=1 SV=1	550	44.55	5.091	16.73	1	86	27	24	14	13	12	0.0	1	1	H0Y5F5	PABPC4	H0Y5F5	1069298.4155899999	110635.765793	121641.42474	115581.78569700001	108170.591446	105357.93416599999	94540.49463599999	103031.978337	98143.59199900001	106948.63935700001	108611.500468	114007.39191900002	100976.80237966665	-0.1751034701423849	104567.910608	-0.12468717683302895	0.0243970917241232	0.169539878681296	0.0834037833180002	0.11390001460936
PG244382	sp|O15530|PDPK1_HUMAN 3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 PE=1 SV=1	556	19.78	19.78	0.0	2	14	7	0	1	1	0	2.49e-97	1	1	O15530|E9PER6	PDPK1	O15530	1068724.26287	108048.38975199999	106544.801076	102152.336862	99941.631192	98899.14261499999	109241.470773	110341.49780600001	106948.63935700001	110635.765793	115153.428073	104171.7897205	106160.70373133333	0.02728519841885407	110912.61107433333	0.09045877233984516	0.660655444487051	0.596292675566194	0.121962876362838	0.147531533595337
PG255949	tr|A0A0A0MT33|A0A0A0MT33_HUMAN Protein SCAF8 OS=Homo sapiens GN=SCAF8 PE=1 SV=1	1349	21.13	19.72	1.038	2	51	23	2	2	2	0	1.0649684e-317	2	2	Q9UPN6|A0A0A0MT33	SCAF8	A0A0A0MT33	1066923.61785	102436.772775	105657.75188	111001.57006999999	104788.383392	107746.273905	105599.41730200002	104066.579002	113043.206208	104788.383392	106431.518433	105971.11952924999	105804.09006966666	-0.0022757396717633387	108087.70267766668	0.02853125605598247	0.969718696671652	0.679691795520669	0.599831256814467	0.416650402079751
PG246168	sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 PE=1 SV=3	95	36.84	14.74	17.89	2	34	6	4	3	2	0	4.25e-79	1	1	P61956|P61956-2	SUMO2	P61956	1063745.20886	101142.65006	118597.71810000001	112217.212585	104435.450675	102666.34779300001	86793.751923	108170.591446	90049.437524	120155.404722	117387.09350700001	109098.257855	99210.23038733336	-0.1370672624319077	109197.31191766668	0.0013092781951181966	0.166380879816582	0.347925652522739	0.945867478566179	0.535312589756059
PG247839	sp|Q9H7D7|WDR26_HUMAN WD repeat-containing protein 26 OS=Homo sapiens GN=WDR26 PE=1 SV=3	661	18.76	18.76	1.664	2	42	11	0	2	2	0	9.130000000000001e-163	2	2	Q9H7D7|Q9H7D7-2	WDR26	Q9H7D7	1063693.8447500002	103031.978337	104210.732466	109241.470773	106754.795266	98230.962544	109824.61048	99809.718512	99410.847844	106243.077514	123124.06636899998	105809.74421050001	102621.76384533332	-0.04413576631187827	109592.663909	0.050678734113745495	0.429925930413385	0.507451188834975	0.572002888633106	0.404778548529994
PG250820	sp|Q9HCG8|CWC22_HUMAN Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3	908	23.46	23.46	6.608	1	73	24	0	4	4	0	4.2e-303	4	4	Q9HCG8	CWC22	Q9HCG8	1062390.6106699998	91903.330197	105929.289818	113338.04868099999	111850.751723	101142.65006	106243.077514	87137.957112	109157.609222	112217.212585	119080.341323	105755.35510475	98174.561562	-0.10730956346218137	113485.05437666667	0.10177159309881656	0.305752347005332	0.44202150915502	0.237264131280744	0.23177370338975
PG247108	sp|Q96FX7|TRM61_HUMAN tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens GN=TRMT61A PE=1 SV=1	289	22.84	22.84	2.422	2	15	5	0	4	4	0	1.89e-62	4	4	Q96FX7|H0Y2Q1	TRMT61A	Q96FX7	1061863.08404	101779.829744	106074.912805	108048.38975199999	109937.049951	102880.369744	118472.384238	102880.369744	96686.938004	101307.1065	113710.5712	106460.04556299999	108077.70790866665	0.021756894876603636	103901.538568	-0.035095071078516456	0.775587087340034	0.62947175722084	0.585282102723595	0.410742816309512
PG247717	sp|Q96JH7|VCIP1_HUMAN Deubiquitinating protein VCIP135 OS=Homo sapiens GN=VCPIP1 PE=1 SV=2	1222	22.83	22.83	2.946	1	60	25	0	3	3	0	2.11e-295	3	3	Q96JH7	VCPIP1	Q96JH7	1059931.38738	106754.795266	101142.65006	106841.83993599999	116710.356082	127177.82135000001	80730.124468	105929.289818	102064.129862	107928.458486	106243.077514	107862.410336	104612.41187866667	-0.04413814614331053	105411.88862066668	-0.03315459139010458	0.653949952337634	0.594910211972207	0.61300854464578	0.420911942425401
PG254250	sp|Q96MG7|NSE3_HUMAN Non-structural maintenance of chromosomes element 3 homolog OS=Homo sapiens GN=NSMCE3 PE=1 SV=1	304	40.79	40.79	2.632	1	31	12	0	5	5	0	4.57e-140	5	5	Q96MG7	NSMCE3	Q96MG7	1059755.19301	107579.665007	107333.61036	112370.63501200001	101667.58275500001	107579.665007	96103.690775	107333.61036	110474.181007	104066.579002	107928.458486	107237.8732835	103672.32204733333	-0.04878373195697569	107489.73949833335	0.0033844394863172555	0.434763856830439	0.50982934684696	0.942987097013201	0.534843156751897
PG245312	sp|Q04864-2|REL_HUMAN Isoform 2 of Proto-oncogene c-Rel OS=Homo sapiens GN=REL	587	21.81	20.27	1.022	1	25	11	2	5	5	0	4.56e-138	5	5	Q04864-2	REL	Q04864-2	1059433.24588	100049.870555	97926.311856	108360.51605199999	107928.458486	103553.17754199999	101424.992275	102666.34779300001	114670.36886799999	109824.61048	109051.752789	103566.28923725	102548.17253666667	-0.01425270064691961	111182.24404566667	0.10237192301739952	0.814825166887578	0.642237749458115	0.105769214992934	0.133200568751226
PG242216	tr|D6W592|D6W592_HUMAN Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens GN=HNRPLL PE=1 SV=1	542	35.98	34.69	3.506	4	42	17	1	4	4	1	1.1000000000000001e-247	3	3	Q8WVV9|Q8WVV9-4|C9IYN3|D6W592	HNRNPLL|HNRPLL	D6W592	1059224.10687	93344.344419	105210.29710300002	101581.526795	91993.49336	116110.181813	107746.273905	111704.763219	99809.718512	106544.801076	120709.909222	98032.41541925	111853.73964566668	0.19028271626219032	109021.47627	0.15328158613138487	0.0179239416810152	0.152526102349251	0.105625046184473	0.133200568751226
PG252635	sp|Q8TB36|GDAP1_HUMAN Ganglioside-induced differentiation-associated protein 1 OS=Homo sapiens GN=GDAP1 PE=1 SV=3	358	31.28	31.28	4.19	1	42	9	0	2	2	0	2.27e-127	2	2	Q8TB36	GDAP1	Q8TB36	1059010.26368	97703.478347	103215.30857200001	106754.795266	110341.49780600001	101667.58275500001	107150.01963800001	90899.38050599999	110914.97865500001	110914.97865500001	113978.60374199999	104503.76999775	99905.66096633335	-0.06491665575638803	111936.18701733334	0.09912152106563744	0.379500593988979	0.479366340581176	0.106857599702096	0.134078257905804
PG243342	sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens GN=PRPSAP2 PE=1 SV=1	369	58.27	48.78	10.03	1	155	18	3	4	4	1	1.4700000000000002e-271	2	2	O60256	PRPSAP2	O60256	1053829.9102300003	114549.339524	113043.206208	101307.1065	89446.67790699999	99809.718512	105432.65013299999	116110.181813	96214.626712	106328.091282	110635.765793	104586.58253475	107117.51681933332	0.03449664245916916	104392.827929	-0.002675181141903864	0.709157606945108	0.612638075780433	0.985284842192393	0.544643797582689
PG248362	sp|P68133|ACTS_HUMAN Actin; alpha skeletal muscle OS=Homo sapiens GN=ACTA1 PE=1 SV=1	377	55.97	10.61	26.53	2	1105	29	27	150	21	20	0.0	2	1	P68032|P68133	ACTC1|ACTA1	P68133	1050136.14264	162824.31488999998	137752.71194	124054.237438	138555.32154	108771.713108	110341.49780600001	115153.428073	84609.006399	67130.173005	36556.63102	140796.646452	111422.21299566666	-0.3375760964619285	62765.270141333334	-1.1655745720582815	0.0070030819532841	0.113738986323365	0.0018351164065235	0.0106784777156542
PG253639	sp|Q9P086|MED11_HUMAN Mediator of RNA polymerase II transcription subunit 11 OS=Homo sapiens GN=MED11 PE=1 SV=2	117	23.93	23.93	0.0	3	5	2	0	1	1	0	3.43e-25	1	1	Q9P086|I3L2Q0|I3L3E8	MED11	Q9P086	1047527.9725299999	106074.912805	105357.93416599999	112738.17139399999	119281.223531	114549.339524	93344.344419	98230.962544	107333.61036	101424.992275	95426.95407499999	110863.060474	102041.54882899999	-0.11962203813138177	101395.18557000002	-0.1287895880229055	0.178724344714455	0.355723554320579	0.0910772206843809	0.120349404835637
PG246302	sp|Q9BXI6-2|TB10A_HUMAN Isoform 2 of TBC1 domain family member 10A OS=Homo sapiens GN=TBC1D10A	515	19.61	19.61	6.019	2	35	12	0	3	3	0	1.76e-143	3	3	Q9BXI6|Q9BXI6-2	TBC1D10A	Q9BXI6-2	1047409.88109	97826.029612	108456.224905	104588.203394	90818.302764	111850.751723	104788.383392	117652.16295900001	105929.289818	98725.792677	103755.59547500001	100422.19016875	111430.43269133335	0.15006520489789374	102803.55932333333	0.03381212012824094	0.080054389341592	0.262929995277097	0.621895833315154	0.423942203823625
