Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG248994	sp|P56211|ARP19_HUMAN cAMP-regulated phosphoprotein 19 OS=Homo sapiens GN=ARPP19 PE=1 SV=2	112	67.86	58.04	46.43	1	24	11	1	2	2	0	2.24e-136	2	2	P56211	ARPP19	P56211	2599767.82286	376579.56195999996	334102.53484	294532.33045	320057.74728999997	379011.75995	278660.38552999997	292081.22343	178223.01063	152028.35414	47032.26311	331318.043635	316584.45630333334	-0.06562635134472547	125761.20929333333	-1.3975297795391355	0.575728245868728	0.567977845182615	0.0061346827205379	0.0203368197175966
PG253878	sp|Q9NVC6|MED17_HUMAN Mediator of RNA polymerase II transcription subunit 17 OS=Homo sapiens GN=MED17 PE=1 SV=2	651	16.9	16.9	1.382	1	19	10	0	2	2	0	3.99e-124	2	2	Q9NVC6	MED17	Q9NVC6	2547680.5218300004	386453.91693	358279.91667999997	332438.71215	362049.16370000003	300798.09458	226853.46872	261558.89144	156642.87897000002	154183.63909	68537.225194	359805.427365	263070.15158	-0.4517693816313999	126454.58108466667	-1.5085976459786306	0.0021733096787296	0.0686335118887646	0.0005396501026975	0.0056378613836063
PG247534	sp|Q8NBM4|UBAC2_HUMAN Ubiquitin-associated domain-containing protein 2 OS=Homo sapiens GN=UBAC2 PE=1 SV=1	344	18.31	18.31	0.0	1	12	5	0	2	2	0	1.94e-66	2	2	Q8NBM4	UBAC2	Q8NBM4	2530181.77844	47225.258528	38836.349621	58488.813073	45997.279543	274297.01427	353950.51613	472627.24594	318682.54734	377012.28140000004	430945.70845	47636.925191250004	366958.25878000003	2.945463766906484	375546.84573	2.97884068076509	1.09518241544911e-06	0.0003630328750815	1.11405656797829e-07	3.61929723802703e-05
PG242925	sp|P35908|K22E_HUMAN Keratin; type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2	639	12.05	5.79	0.0	1	12	8	4	6	6	3	3.18e-99	3	3	P35908	KRT2	P35908	2521092.2876	531369.16859	202321.49726	240513.03736000002	303543.14032999997	282618.73754	219050.52748	220325.25798	182158.9146	173525.07299000002	200841.39588999999	319436.71088499995	240664.84100000001	-0.40850473004390325	185508.46116000004	-0.7840451316992229	0.339736917303744	0.460689782782838	0.0545600657906701	0.0851705615829785
PG243237	sp|Q9BVA0|KTNB1_HUMAN Katanin p80 WD40 repeat-containing subunit B1 OS=Homo sapiens GN=KATNB1 PE=1 SV=1	655	30.53	30.53	6.107	1	39	16	0	5	5	0	1.12e-197	5	5	Q9BVA0	KATNB1	Q9BVA0	2407103.5285	172808.04979000002	170137.81775	191264.59154	173364.25496	230489.42299000002	250545.05523	317308.17936	250341.02369	279707.96742	340104.40931	176893.67851	266114.21919333335	0.5891631068113223	290051.1334733334	0.7134247644989685	0.0009934312038757	0.0489780430800684	0.0002049402936794	0.0037284849056052
PG254075	sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2	118	38.14	38.14	0.0	1	13	3	0	3	2	0	3.6200000000000003e-47	2	1	P58546	MTPN	P58546	2365951.6385699995	324882.89628	270468.42059	333362.01291	337521.89716	299037.85344000004	148055.7474	248914.90649000002	188300.30133	179419.27966	79072.94119	316558.806735	232002.83577666667	-0.44833109265069426	148930.84072666665	-1.0878309928220415	0.05925853534583	0.238127877130033	0.0041909395349313	0.0165177401591054
PG247099	sp|Q9Y2L5|TPPC8_HUMAN Trafficking protein particle complex subunit 8 OS=Homo sapiens GN=TRAPPC8 PE=1 SV=2	1435	8.92	8.92	0.0	3	20	12	0	3	3	0	5.78e-155	3	3	Q9Y2L5|Q9Y2L5-2|J3QQJ5	TRAPPC8	Q9Y2L5	2355172.42852	334102.53484	299037.85344000004	307944.97675000003	250341.02369	309746.67264	239114.10354999997	259804.42474000002	183223.62802	150896.58956	62604.540832000006	297856.59718000004	269555.0669766667	-0.1440378845003286	132241.58613733333	-1.1714419795887934	0.267909376794099	0.422561810421997	0.0058114990676623	0.0199416178392529
PG252086	sp|Q14677-3|EPN4_HUMAN Isoform 3 of Clathrin interactor 1 OS=Homo sapiens GN=CLINT1	643	32.97	32.97	14.93	1	68	24	0	6	6	0	2.05e-305	6	6	Q14677-3	CLINT1	Q14677-3	2244601.5634	167914.11891000002	173999.39432999998	173999.39432999998	175419.39218999998	252178.29232	214523.92901	256813.85131	270992.46104	272483.7846	258595.23615	172833.07494	241172.0242133333	0.4806832339006267	267357.1605966667	0.6293889853684407	0.0002012863433937	0.0211888635070746	1.40552372228587e-06	0.0001775745500516
PG255577	sp|Q01196|RUNX1_HUMAN Runt-related transcription factor 1 OS=Homo sapiens GN=RUNX1 PE=1 SV=3	453	43.93	43.93	11.7	1	118	19	0	6	5	0	1.36e-254	5	4	Q01196	RUNX1	Q01196	2229372.201	302283.67029	292914.33574999997	299459.63937999995	246860.68607	246272.53635999997	211412.45935	208033.34451	166943.1631	151884.43559	132130.64721	285379.58287249994	221906.11340666664	-0.3629327090457197	150319.4153	-0.9248507624764933	0.0057049759626544	0.106787732796459	2.96160364718898e-05	0.0013913912912368
PG242151	sp|O15347|HMGB3_HUMAN High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	200	61.0	54.0	20.5	1	36	15	3	7	5	3	1.64e-196	2	2	O15347	HMGB3	O15347	2229206.6410999997	349057.78284999996	344543.68394	340104.40931	235703.68829999998	270168.19424	189775.80796	237217.96121	141814.32843	147747.28167	36811.322171	317352.3911	232387.32113666667	-0.4495543540647177	108790.97742366667	-1.544526801004503	0.0351901959220028	0.193833617140361	0.0064747744478275	0.021095230228931
PG247819	sp|Q5THJ4|VP13D_HUMAN Vacuolar protein sorting-associated protein 13D OS=Homo sapiens GN=VPS13D PE=1 SV=2	4388	2.963	2.963	0.8888	2	26	10	0	1	1	0	5.499999999999999e-138	1	1	Q5THJ4|Q5THJ4-2	VPS13D	Q5THJ4	2125666.1589820003	474508.32479	386980.26439	360821.32148000004	277905.03778	308180.78281	167496.76688	173884.36015	44173.835577000005	43308.107628000005	1178.68143698	375053.73711	216520.63661333334	-0.7925927825172059	29553.541547326673	-3.6656943863256286	0.0131135588478776	0.136525897293706	0.0046234090710168	0.0174654941459477
PG252818	sp|P06396-2|GELS_HUMAN Isoform 2 of Gelsolin OS=Homo sapiens GN=GSN	731	15.46	15.46	2.462	1	21	12	0	3	3	0	3.79e-153	3	3	P06396-2	GSN	P06396-2	2102912.4715	145058.57687000002	148682.26406000002	156642.87897000002	144172.54022	215519.87491	234940.03797	267495.52642999997	244831.06422	254467.96341	265357.97839	148639.06503000003	239318.47977	0.6871184716433454	254885.66867333333	0.7780369259452521	3.85443207589819e-05	0.0057658576072205	9.61986869426837e-07	0.0001347588290771
PG248730	sp|Q6UB98|ANR12_HUMAN Ankyrin repeat domain-containing protein 12 OS=Homo sapiens GN=ANKRD12 PE=1 SV=3	2062	5.044	5.044	0.8729	2	15	9	0	1	1	0	8.2e-98	1	1	Q6UB98|Q6UB98-2	ANKRD12	Q6UB98	2093526.80248	417975.19782	364673.49921	266938.17816	284802.40757	244171.67939	205448.01241999998	211412.45935	87137.957112	81002.280019	11812.0005906	333597.32069	220344.05038666667	-0.5983497594699516	59984.07924053333	-2.475456160033587	0.0083837572180871	0.118102424856349	0.0028523069824896	0.0134296341679347
PG246999	sp|P02787|TRFE_HUMAN Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3	698	4.011	4.011	2.149	1	17	4	0	2	2	0	3.61e-41	2	2	P02787	TF	P02787	2057993.89825	57415.495968999996	50567.032004	55084.040041	49288.889525	214096.15323999999	398343.74598	302904.89253	260295.56423	277905.03778	311430.29118	53088.86438475	305114.93058333336	2.522871592455674	283210.29773	2.415392537353605	2.43957197086583e-06	0.0005778159234667	6.11195829905163e-09	4.63312668870613e-06
PG250966	sp|P61803|DAD1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=1 SV=3	113	15.93	15.93	0.0	2	10	2	0	1	1	0	4.97e-27	1	1	P61803|F5GXX5	DAD1	P61803	1854351.69975	251615.90803	255518.56634	238024.96874	183751.99625999999	237693.37869	176856.68717	204106.60163	145764.12912	137653.34982	62306.253643	232227.8598425	206218.8891633333	-0.17136457317579962	115241.24419433333	-1.010883917739341	0.271704491011074	0.424076286464594	0.0067465316358897	0.0216091289201003
PG254875	sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1 PE=1 SV=3	158	61.39	25.95	25.95	1	53	10	6	6	6	4	3.36e-162	2	2	P24666	ACP1	P24666	1759340.3655099997	231649.33498999997	224162.51901000002	231649.33498999997	230708.59324	204890.56672	185754.9043	189775.80796	127177.82135000001	124597.33245599999	53841.36925999999	229542.44555749997	193473.75965999998	-0.24662304179444788	101872.17435533334	-1.1720009088395054	0.0013318445458379	0.058751603120058	0.0024275288995664	0.01230153385766
PG250923	sp|Q8NHQ9|DDX55_HUMAN ATP-dependent RNA helicase DDX55 OS=Homo sapiens GN=DDX55 PE=1 SV=3	600	28.67	28.67	7.167	2	70	18	0	2	2	0	3.37e-237	2	2	Q8NHQ9|F5H5U2	DDX55	Q8NHQ9	1754578.1592299999	58972.489819999995	68420.15403800001	89672.189888	57019.128686	115006.108989	221551.17809	226590.21088	163770.2277	81204.33798699999	601358.53555	68520.990608	187715.83265300002	1.4539324238494178	282111.0337456667	2.0416451790610015	0.0009994758511511	0.0489780430800684	0.0329386322432643	0.0614997458614974
PG248085	sp|Q9BTE6|AASD1_HUMAN Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens GN=AARSD1 PE=1 SV=2	412	54.61	54.61	4.369	1	38	16	0	4	2	0	2e-237	4	2	Q9BTE6	AARSD1	Q9BTE6	1705569.5541	236513.82733	211199.80299	194769.42611	205448.01241999998	190768.11164	159257.52010999998	153365.91553	145891.32658	132807.93102	109824.61048	211982.76721249998	167797.18242666664	-0.3372284971469575	129507.95602666668	-0.710906258732385	0.0088734587044847	0.119431594657187	0.0002314144876848	0.0039868662032753
PG253544	sp|Q8N9N7|LRC57_HUMAN Leucine-rich repeat-containing protein 57 OS=Homo sapiens GN=LRRC57 PE=1 SV=1	239	26.36	26.36	0.0	2	11	6	0	2	2	0	3.91e-77	2	2	Q8N9N7|H3BSW0	LRRC57	Q8N9N7	1697899.54802	120600.02218200002	131238.66163000002	140866.6091	123124.06636899998	167211.98288	178513.77024	204495.67808	173207.32377	196055.05107	235703.68829999998	128957.33982025	183407.14373333333	0.5081559443584915	201655.35438	0.6449978240464359	0.0005085594813065	0.0344151432930766	0.0005135483219469	0.005508844347767
PG242235	sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	107	67.29	23.36	33.64	1	185	10	7	8	6	4	1.2300000000000001e-132	3	2	P17096	HMGA1	P17096	1643923.0654	214330.0037	198134.66694	215519.87491	169188.07259	196974.6355	153772.07355	167496.76688	141449.44585	137921.8451	83355.613251	199293.154535	172747.82531000001	-0.2062246073879609	120908.968067	-0.7209709000822377	0.110069663764299	0.296777627725462	0.0050903914820354	0.0183458091932358
PG246725	sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens GN=TMEM33 PE=1 SV=2	247	32.39	32.39	3.644	1	33	9	0	1	1	0	2.1999999999999998e-112	1	1	P57088	TMEM33	P57088	1585109.76091	255518.56634	240513.03736000002	232558.01201	180683.4387	187992.38887	147169.22287	143994.03028	114825.317753	98899.14261499999	39625.159586	227318.26360250002	159718.54734	-0.5091817446939848	84449.87331799998	-1.428546436371371	0.0084503249115207	0.118102424856349	0.0025255890134311	0.0125980737466283
PG246665	sp|Q9Y5L4|TIM13_HUMAN Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens GN=TIMM13 PE=1 SV=1	95	50.53	50.53	0.0	1	14	4	0	2	2	0	4.4e-57	2	2	Q9Y5L4	TIMM13	Q9Y5L4	1480608.69048	216268.36275	203614.98351	208994.67495	192083.21695	173525.07299000002	140866.6091	148371.60122	92836.878651	90151.00275399999	64776.488742	205240.30954000002	154254.42777	-0.4120022049285175	82588.12338233333	-1.3133078721482794	0.0011711270707929	0.055476606387386	9.85565486440045e-06	0.0006365717071017
PG258238	tr|E7EV07|E7EV07_HUMAN Rho guanine nucleotide exchange factor 4 OS=Homo sapiens GN=ARHGEF4 PE=1 SV=2	1816	0.7709	0.4405	0.0	1	5	2	1	1	1	0	9.38e-19	1	1	E7EV07	ARHGEF4	E7EV07	1426323.562801	315674.70395999996	265231.57228	256506.36062	199286.70993	189586.39233	113978.60374199999	122361.91024199998	32307.191019	31246.764173000003	1312.8484727	259174.8366975	141975.635438	-0.8682822848388249	21622.26788823334	-3.583335898025082	0.0036106359787098	0.0950204465398754	0.0031986279608938	0.0142331231750177
PG244018	sp|Q16718-2|NDUA5_HUMAN Isoform 2 of NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens GN=NDUFA5	116	52.59	52.59	7.759	4	16	5	0	1	1	0	2.5799999999999998e-82	1	1	Q16718|Q16718-2|A0A087X1G1|H7BYD0	NDUFA5	Q16718-2	1419906.90623	60418.249154	49519.668047	65831.19875499999	59870.95976400001	156187.04181999998	189586.39233	229633.36802	162824.31488999998	193723.33181	194352.45315000002	58910.01893	191802.26739000002	1.7030348535671753	183633.36661666667	1.6402433019633518	5.25825135939248e-06	0.0009340679639703	8.14100019920501e-07	0.0001234245505292
PG246680	sp|Q96DC7-2|TMCO6_HUMAN Isoform 2 of Transmembrane and coiled-coil domain-containing protein 6 OS=Homo sapiens GN=TMCO6	499	6.413	6.413	0.0	2	4	3	0	2	2	0	3.43e-36	2	2	Q96DC7|Q96DC7-2	TMCO6	Q96DC7-2	1370390.56171	401210.09932	275180.81556	295484.93531	225317.71373999998	148055.7474	40005.75202	66183.668513	12720.5451862	11989.0509571	10189.2964846	299298.3909825	84748.389311	-1.8203266685574415	11632.9642093	-4.685293859390596	0.0017503838977583	0.0606703603136863	1.80155098086737e-08	8.19391774824427e-06
PG255653	sp|P62854|RS26_HUMAN 40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3	115	56.52	13.04	0.0	1	43	6	5	5	5	4	4.61e-84	1	1	P62854	RPS26	P62854	1346545.3419599999	224412.83229999998	186330.86172	210309.91993	176039.02125	168650.24912	136826.02969	123437.277642	78211.722331	81918.461099	18718.016198	199273.15879999998	142971.185484	-0.47902298421782363	59616.06654266666	-1.7409743038941403	0.005821087555088	0.106787732796459	0.003951743165031	0.0161053274747713
PG248755	tr|B0YIW2|B0YIW2_HUMAN Apolipoprotein C-III OS=Homo sapiens GN=APOC3 PE=1 SV=1	117	13.68	13.68	0.0	2	4	1	0	1	1	0	1.34e-19	1	1	P02656|B0YIW2	APOC3	B0YIW2	1263879.76761	29160.067184000003	27858.449218	29574.003312000004	25588.909026	171942.78505	184356.55144	210647.71327999997	184356.55144	174503.50967	160138.82832	28045.357185	188982.3499233333	2.752417637320632	172999.62980999998	2.624935088362524	3.2883443002099603e-09	9.34618558268528e-06	1.34287290652469e-09	2.61926484469417e-06
PG243378	sp|Q8WV93|LACE1_HUMAN Lactation elevated protein 1 OS=Homo sapiens GN=LACE1 PE=1 SV=2	481	5.821	5.821	0.0	1	2	2	0	1	1	0	1.19e-25	1	1	Q8WV93	LACE1	Q8WV93	1241837.6153099998	71974.698083	80602.001051	69833.41793	67313.180811	130728.97836	99941.631192	178223.01063	143994.03028	171757.86341	190391.81979	72430.82446875	136297.873394	0.9120873499948479	168714.57116000002	1.2199088759621028	0.0015817657202564	0.0600565650844608	5.30104113131395e-06	0.0004329291383417
PG260190	tr|B4DT28|B4DT28_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	494	45.75	3.846	15.18	1	152	28	26	28	17	16	0.0	1	1	B4DT28	HNRNPR	B4DT28	1241141.2549700001	162966.07893000002	157450.96251	156356.08769000001	119881.756769	143805.0379	116110.181813	114825.317753	102436.772775	117749.067515	75585.574335	149163.72147475003	124913.51248866667	-0.2559671477952205	98590.47154166667	-0.5973765698413369	0.0894917124716222	0.272672315212337	0.0075811082007238	0.0233609974127776
PG255613	sp|P62273|RS29_HUMAN 40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=2	56	48.21	48.21	12.5	1	27	4	0	4	2	0	2.02e-49	2	1	P62273	RPS29	P62273	1112173.19133	182482.60807000002	159257.52010999998	152686.72341	152686.72341	128556.29637	117749.067515	129462.70422	62306.253643	54910.654437000005	26762.817331	161778.39375	125256.02270166668	-0.3691389676803059	47993.241803666664	-1.7531157707571217	0.0017930727167426	0.0614012096437876	0.0001932876547289	0.0035930996836338
PG248064	sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	1474	3.46	1.967	0.0	1	18	5	2	5	4	2	1.15e-78	1	1	P01023	A2M	P01023	1088170.0362	55835.168611999994	74545.309358	59083.028185	56677.935450000004	115675.54080300001	111541.426747	168105.34504	123931.35608999999	138657.29979999998	148682.26406000002	61535.36040125	131774.10419666665	1.0985793070235996	137090.30664999998	1.1556389873691855	0.0002680876896959	0.0253987728735503	1.35044161363176e-05	0.0007142042079568
PG248362	sp|P68133|ACTS_HUMAN Actin; alpha skeletal muscle OS=Homo sapiens GN=ACTA1 PE=1 SV=1	377	55.97	10.61	26.53	2	1105	29	27	150	21	20	0.0	2	1	P68032|P68133	ACTC1|ACTA1	P68133	1050136.14264	162824.31488999998	137752.71194	124054.237438	138555.32154	108771.713108	110341.49780600001	115153.428073	84609.006399	67130.173005	36556.63102	140796.646452	111422.21299566666	-0.3375760964619285	62765.270141333334	-1.1655745720582815	0.0070030819532841	0.113738986323365	0.0018351164065235	0.0106784777156542
PG244916	sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens GN=RIC8A PE=1 SV=3	531	43.31	42.18	1.695	2	47	18	1	3	3	1	4.879999999999999e-246	2	2	Q9NPQ8|Q9NPQ8-4	RIC8A	Q9NPQ8	1038609.56756	75585.574335	74117.280024	79287.70651100001	72644.517535	101581.526795	111944.68204300001	128718.49911	111001.57006999999	128294.68168	133036.07971999998	75408.76960125	114081.56931600002	0.597261517465387	124110.77715666666	0.718824181896492	0.0001479484663455	0.0168200613670656	1.61058292700754e-05	0.0008084666683317
PG257731	tr|Q5TEC6|Q5TEC6_HUMAN Histone H3 OS=Homo sapiens GN=HIST2H3PS2 PE=1 SV=1	136	62.5	22.06	24.26	1	531	14	12	24	10	9	1.4599999999999998e-170	1	1	Q5TEC6	HIST2H3PS2	Q5TEC6	1023836.5676699999	64178.922141999996	63984.796207	64086.888031	57589.479498	115495.144	133383.76162	133522.29262000002	126364.72909	114825.317753	119019.89092899999	62460.0214695	127467.06608000002	1.0291195728646232	120069.97925733333	0.9428705129738996	1.27728801766433e-06	0.0003630328750815	6.73991663511697e-07	0.0001094817012132
PG266326	tr|H7BZJ3|H7BZJ3_HUMAN Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens GN=PDIA3 PE=1 SV=1	123	58.54	11.38	24.39	1	53	9	8	13	9	8	6.51e-145	2	1	H7BZJ3	PDIA3	H7BZJ3	1010039.9419450001	209851.91324999998	190948.05644000001	184894.53159	150896.58956	123124.06636899998	82822.85535200001	90577.820297	26166.765413	27578.467512000003	3336.5632510000005	184147.77271	98841.58067266666	-0.8976739602535987	19027.265392	-3.2747238109912673	0.0006188479993711	0.0390866630171258	0.0008214886968388	0.0068682759577883
PG250916	sp|Q7Z4W1|DCXR_HUMAN L-xylulose reductase OS=Homo sapiens GN=DCXR PE=1 SV=2	244	27.46	27.46	0.0	3	15	6	0	3	2	0	2.4e-77	2	2	Q7Z4W1|J3QS36|J3KS22	DCXR	Q7Z4W1	1002367.28741	137462.94486	110216.97432899999	119738.07498299998	146996.54028000002	108611.500468	105073.99978400001	92836.878651	84993.832234	78211.722331	45230.057725	128603.633613	102174.12630100001	-0.3319014988503169	69478.53743	-0.8882921158842668	0.0201266343799989	0.158900686533539	0.0033793194515071	0.0145871242689865
PG255396	sp|P05386|RLA1_HUMAN 60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1	114	28.95	14.04	0.0	1	14	2	1	1	1	0	1.2e-25	1	1	P05386	RPLP1	P05386	997426.68808	150153.58554	150896.58956	137462.94486	153772.07355	134110.75944999998	108360.51605199999	98421.508407	55425.430868999996	54051.134210000004	9549.5199592	148071.2983775	113630.92796966666	-0.3819364609619456	39675.3616794	-1.8999767409687052	0.0066045999239492	0.112405396302214	0.0050706156882095	0.0183035442852456
PG249661	sp|P27701|CD82_HUMAN CD82 antigen OS=Homo sapiens GN=CD82 PE=1 SV=1	267	14.98	14.98	4.494	1	9	4	0	1	1	0	2.94e-57	1	1	P27701	CD82	P27701	930957.29098	120932.29107800001	102666.34779300001	119080.341323	133522.29262000002	92836.878651	77517.056544	72083.928684	83606.630388	71974.698083	75445.219712	119050.31820350002	80812.621293	-0.558918941317103	77008.84939433333	-0.6284753304256934	0.0014676447760702	0.058751603120058	0.0002635004379048	0.0042498859616372
PG246648	sp|Q96GM8|TOE1_HUMAN Target of EGR1 protein 1 OS=Homo sapiens GN=TOE1 PE=1 SV=1	510	23.92	23.92	2.941	1	42	11	0	2	2	0	1.3e-133	2	2	Q96GM8	TOE1	Q96GM8	912841.03768	121222.520539	109157.609222	131357.09952	115095.49418000001	110760.207593	84326.14590799999	90818.302764	73078.112916	59970.142159	44299.95602	119208.18086525	95301.55208833334	-0.32291163133113726	59116.07036499999	-1.0118609693990326	0.0158014391371345	0.144417769982992	0.0002577562438321	0.004232652151476
PG253957	sp|P01106|MYC_HUMAN Myc proto-oncogene protein OS=Homo sapiens GN=MYC PE=1 SV=1	439	25.51	25.51	9.112	1	173	16	2	2	2	0	1.17e-202	2	2	P01106	MYC	P01106	788918.52916	57488.939093	62306.253643	61027.756102	73418.86090300001	67535.84005500001	78124.02898	60418.249154	104066.579002	102152.336862	102880.369744	63560.45243525	68692.706063	0.1120275246635904	103033.09520266666	0.6969065199038231	0.354030517437292	0.469327185065778	4.75499175473915e-05	0.0017726989245037
PG247935	sp|P60709|ACTB_HUMAN Actin; cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1	375	89.87	4.533	40.8	1	1829	38	37	286	33	32	0.0	1	1	P60709	ACTB	P60709	780752.44298	87575.93413400001	92420.50394200001	84890.80113	96004.29403800001	86609.598298	91511.909934	80602.001051	55873.46685800001	61027.756102	59183.969861	90222.883311	86241.169761	-0.06511664523126055	58695.06427366667	-0.6202542011569355	0.348433795473855	0.466753509374706	1.29793847761116e-05	0.0007142042079568
PG252308	sp|P23142|FBLN1_HUMAN Fibulin-1 OS=Homo sapiens GN=FBLN1 PE=1 SV=4	703	6.259	6.259	0.9957	1	11	5	0	1	1	0	1.5e-64	1	1	P23142	FBLN1	P23142	746936.9512100001	18328.679577	17569.722996999997	20270.051016	19596.114959	83201.868834	103553.17754199999	124345.298469	92729.442555	100491.911809	118896.30674999999	18941.142137249997	103700.11494833331	2.452822261318982	104039.22037133334	2.4575322614340664	1.86049967939173e-07	0.0001301883501532	1.46346095470665e-08	8.19391774824427e-06
PG242913	sp|P19827|ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens GN=ITIH1 PE=1 SV=3	911	2.415	2.415	0.0	1	3	2	0	1	1	0	5.800000000000001e-26	1	1	P19827	ITIH1	P19827	627775.99223	28573.076129	24860.289817999997	34568.740788999996	42802.856213	64860.399511999996	71767.89904	90049.437524	94023.445917	70158.46456000001	79195.162688	32701.240737249995	75559.24535866665	1.2082629180945466	81125.691055	1.3108134875957607	0.0003547745568063	0.0276238662476663	0.000159079184577	0.0033379665717355
PG244940	sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1	145	62.07	6.207	32.41	2	64	15	14	17	12	11	2.41e-204	1	1	Q9UNX3|E5RIT6	RPL26L1	Q9UNX3	613573.3596	90263.793534	89883.245828	97926.311856	56099.321598999995	59226.527240999996	65538.162326	55751.407999999996	45024.789163	53112.822624	25780.432643	83543.16820425	60172.03252233333	-0.47342876610765144	41306.01481	-1.0161699796145212	0.0491656292004943	0.224819406271324	0.0068592551421199	0.021847099858839
PG243710	sp|Q9HCE1-2|MOV10_HUMAN Isoform 2 of Putative helicase MOV-10 OS=Homo sapiens GN=MOV10	900	33.89	2.556	3.778	1	64	28	26	7	6	5	0.0	1	1	Q9HCE1-2	MOV10	Q9HCE1-2	588714.41834	31954.962355000003	29836.250156000002	32770.513192	45072.941781999994	74545.309358	58105.073378999994	78390.82800800001	73418.86090300001	70612.04845500001	73476.58033699999	34908.666871249996	70347.07024833334	1.010905077851567	72502.49656500001	1.0544454112304975	0.0003596077721655	0.0276238662476663	7.00056593035786e-05	0.0020732723902008
PG254711	sp|Q9H814|PHAX_HUMAN Phosphorylated adapter RNA export protein OS=Homo sapiens GN=PHAX PE=1 SV=1	394	31.47	31.47	6.345	1	26	9	0	2	2	0	3.57e-139	2	2	Q9H814	PHAX	Q9H814	487693.68905000004	71569.013559	76167.860348	77309.413814	87862.58775600001	33789.495186	40950.262427	29268.378622	30716.788582999998	29792.688780999997	33675.457261999996	78227.21886925	34669.378745	-1.174008690725878	31394.978208666664	-1.3171368643096222	1.77550555517563e-05	0.0028035392936027	4.55240400217143e-07	8.62729400636855e-05
PG255731	sp|Q9UH03|SEPT3_HUMAN Neuronal-specific septin-3 OS=Homo sapiens GN=SEPT3 PE=1 SV=3	358	13.41	11.73	0.0	3	6	4	1	1	1	0	3.43e-55	1	1	Q9UH03|Q9UH03-2|B1AHR1	SEPT3	Q9UH03	477700.81092	32048.191226000003	34840.671619	38075.727563	36668.057209000006	46903.257419	47795.023002	56746.611363	52747.04008300001	57107.024019000004	61620.355961999994	35408.161904249995	50481.63059466667	0.5116765582016259	57158.14002133333	0.6908770175612489	0.0005922094975847	0.0382542603023552	3.74183782763753e-05	0.0015471674489242
PG244693	sp|P20742|PZP_HUMAN Pregnancy zone protein OS=Homo sapiens GN=PZP PE=1 SV=4	1482	2.294	0.8097	0.0	1	13	3	2	4	3	2	9.24e-51	1	1	P20742	PZP	P20742	450367.79862	17892.788608	13797.826630000001	13678.417061999999	12332.667429199999	53425.326352000004	58894.769122000005	85391.110781	54983.077497000006	60271.497739	55835.168611999994	14425.4249323	65903.73541833334	2.1917464221674217	57029.914616	1.983105055515955	5.09504243306808e-06	0.0009340679639703	4.13454030268374e-07	8.54770632405576e-05
